band;album;song;entity;type
Hubert Macháně;Zazdili nám WC!!;Plnou nádrž, Hansi go!;Hansi;person
Hubert Macháně;Zazdili nám WC!!;Samba;samba;person
Hubert Macháně;Zazdili nám WC!!;Samba;Plzeň;location
Hubert Macháně;Zazdili nám WC!!;Samba;Česko;location
Hubert Macháně;Zazdili nám WC!!;Samba;Španělsko;location
Hubert Macháně;Zazdili nám WC!!;Ty máš šíleně zvadlý vnady!;Czech;location
Hubert Macháně;Zazdili nám WC!!;Zazdili nám WC;Franta;person
Hudba Praha;25 pecek;Čau amore;amore;girl_name
Hudba Praha;25 pecek;Cizej chlap;Cizej chlap;person
Hudba Praha;25 pecek;Holka Tonka;Tonka;girl_name
Hudba Praha;25 pecek;Máma táta;máma;person
Hudba Praha;25 pecek;Máma táta;táta;person
Hudba Praha;25 pecek;Paralet;doktor Mráz;person
Hudba Praha;25 pecek;Paralet;doktorka Mrázová;person
Hudba Praha;25 pecek;Paralet;Mrázová;girl_name
Hudba Praha;25 pecek;Realita;velké město;location
Hudba Praha;25 pecek;Špinavý záda;holka;person
Hudba Praha;25 pecek;Špinavý záda;Žofíně;location
Hudba Praha;25 pecek;Vlaky;nádraží;location
Hudba Praha;25 pecek;Vlaky;silnice;location
Hudba Praha;De generace;Dívám se;Dívám;girl_name
Hudba Praha;De generace;Jinej svět;Praha;location
Hudba Praha;De generace;Jinej svět;náměstí;location
Hudba Praha;De generace;Srdeční příběh;doktor;person
Hudba Praha;Divoký srdce;Čau amore;amore;girl_name
Hudba Praha;Hudba Praha;Lunapark;Stromovka;location
Hudba Praha;Hudba Praha;Na Žofíně;holka;person
Hudba Praha;Hudba Praha;Na Žofíně;Žofíně;location
Hudba Praha;Hudba Praha;Na Žofíně;taxúvkou;location
Hudba Praha;Hudba Praha;Zákon o zachování energie;Pod svahem;location
Hudba Praha;Lunapark;Lunapark;Stromovka;location
Hudba Praha;Maelström;Hospoda;Hybernský;location
Hudba Praha;Maelström;Hospoda;Hospoda;location
Hudba Praha;Maelström;Hospoda;nástupiště;location
Hudba Praha;Maelström;Máma táta;máma;person
Hudba Praha;Maelström;Máma táta;táta;person
Hudba Praha;Maelström;Pal vocuď;pán;person
Hudba Praha;Maelström;Pal vocuď;paní;person
Hudba Praha;Maelström;Pal vocuď;slečny;person
Hudba Praha;Maelström;Pal vocuď;parku;location
Hudba Praha;Maelström;Pal vocuď;lavičku;location
Hudba Praha;Maelström;Pal vocuď;roh;location
Hudba Praha;Nashledanou (Live);Intro;Eman Ibi Ludvík Kandl;person
Hudba Praha;Nashledanou (Live);Intro;Jan Ivan Wünsch;person
Hudba Praha;Nashledanou (Live);Intro;Bohumil Zatloukal;person
Hudba Praha;Nashledanou (Live);Intro;Vladimír Zatloukal;person
Hudba Praha;Nashledanou (Live);Intro;Karel Malík;person
Hudba Praha;Nashledanou (Live);Intro;Michal Ambrož;person
Hudba Praha;Nashledanou (Live);Intro;Jamajka Koblicová;person
Hudba Praha;Nashledanou (Live);Intro;Praha;location
Hudba Praha;Nashledanou (Live);Intro;Jamajka Koblicová;girl_name
Hudba Praha;Nashledanou (Live);Maják;anděl;person
Hudba Praha;Nashledanou (Live);Maják;maják;location
Hudba Praha;Nashledanou (Live);Maják;nebo;location
Hudba Praha;Nashledanou (Live);Majolenka;Majolenka;girl_name
Hudba Praha;Nashledanou (Live);Máma táta;máma;person
Hudba Praha;Nashledanou (Live);Máma táta;táta;person
Hudba Praha;Nashledanou (Live);Pal vocuď;park;location
Hudba Praha;Nashledanou (Live);Pal vocuď;rohu;location
Hudba Praha;Nashledanou (Live);Paralet;doktor Mráz;person
Hudba Praha;Nashledanou (Live);Paralet;doktorka Mrázová;person
Hudba Praha;Nashledanou (Live);Paralet;zenit;location
Hudba Praha;Nashledanou (Live);Paralet;Mrázová;girl_name
Hudba Praha;Nashledanou (Live);Ryba Badys;Badys;person
Hudba Praha;Nashledanou (Live);Špinavý záda;Žofíně;location
Hudba Praha;Nashledanou (Live);Zákon o zachování energie;hospodě Pod svahem;location
Hudba Praha;Starý pecky (a tak dál...);Majolenka;táta;person
Hudba Praha;Starý pecky (a tak dál...);Majolenka;žena;person
Hudba Praha;Starý pecky (a tak dál...);Majolenka;hospoda;location
Hudba Praha;Starý pecky (a tak dál...);Majolenka;Majolenka;girl_name
Hudba Praha;Starý pecky (a tak dál...);Máma táta;máma;person
Hudba Praha;Starý pecky (a tak dál...);Máma táta;táta;person
Hudba Praha;Starý pecky (a tak dál...);Mámo neper / Paralet;Miloši;person
Hudba Praha;Starý pecky (a tak dál...);Mámo neper / Paralet;Leoši;person
Hudba Praha;Starý pecky (a tak dál...);Mámo neper / Paralet;doktorka Mrázová;person
Hudba Praha;Starý pecky (a tak dál...);Mámo neper / Paralet;doktor Mráz;person
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;paní;person
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;pan;person
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;park;location
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;lavička;location
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;roh;location
Hudba Praha;Starý pecky (a tak dál...);Ryba Badys;Badys;person
Hudba Praha;Starý pecky (a tak dál...);Špinavý záda;Žofíně;location
Jaksi Taksi;Egoland;Egoland;Amerika;location
Jaksi Taksi;Egoland;Egoland;Evropa;location
Jaksi Taksi;Egoland;Egoland;Asie;location
Jaksi Taksi;Egoland;Egoland;Afrika;location
Jaksi Taksi;Egoland;Nebudu pít alkohol;noční město;location
Jaksi Taksi;Egoland;Nebudu pít alkohol;radnice;location
Jaksi Taksi;Egoland;Odkaz;Noe;person
Jaksi Taksi;Egoland;Odkaz;Egoland;location
Jaksi Taksi;Egoland;Vím, že nic nevím;Sókratés;person
Jaksi Taksi;Hysterčák;Babka;Igor;person
Jaksi Taksi;Hysterčák;Babka;les;location
Jaksi Taksi;Hysterčák;Babka;město;location
Jaksi Taksi;Hysterčák;Bahnisko;město;location
Jaksi Taksi;Hysterčák;Bahnisko;les;location
Jaksi Taksi;Hysterčák;Tramvaje;tramvaje;location
Jaksi Taksi;Hysterčák;Večer na náměstí;náměstí;location
Jaksi Taksi;Hysterčák;Večer na náměstí;ulice;location
Jaksi Taksi;Hysterčák;Zlá žena;baba;person
Jaksi Taksi;Hysterčák;Zlá žena;milý;person
Jaksi Taksi;Live 2002;Britney Piss;Britney Spears;person
Jaksi Taksi;Live 2002;Britney Piss;Britney;girl_name
Jaksi Taksi;Live 2002;EU (Evropská utopie);les;location
Jaksi Taksi;Live 2002;EU (Evropská utopie);pole;location
Jaksi Taksi;Live 2002;EU (Evropská utopie);sad;location
Jaksi Taksi;Live 2002;Globální;Itálie;location
Jaksi Taksi;Live 2002;Globální;Finsko;location
Jaksi Taksi;Live 2002;Globální;New York;location
Jaksi Taksi;Live 2002;Globální;Holland;location
Jaksi Taksi;Live 2002;Globální;Maďarsko;location
Jaksi Taksi;Live 2002;Globální;Čína;location
Jaksi Taksi;Live 2002;Globální;Taiwan;location
Jaksi Taksi;Live 2002;Globální;Norsko;location
Jaksi Taksi;Live 2002;Globální;Afrika;location
Jaksi Taksi;Live 2002;Globální;Polsko;location
Jaksi Taksi;Live 2002;Globální;Sydney;location
Jaksi Taksi;Live 2002;Globální;Turecko;location
Jaksi Taksi;Live 2002;Globální;Japonsko;location
Jaksi Taksi;Live 2002;Globální;Německo;location
Jaksi Taksi;Live 2002;Globální;Mexiko;location
Jaksi Taksi;Live 2002;Globální;Španělsko;location
Jaksi Taksi;Live 2002;Globální;Francie;location
Jaksi Taksi;Live 2002;Globální;Česko;location
Jaksi Taksi;Live 2002;Hosana bin Ladin;Usáma Bin ládin;person
Jaksi Taksi;Live 2002;Hosana bin Ladin;Amerika;location
Jaksi Taksi;Live 2002;Hosana bin Ladin;Bílým domě;location
Jaksi Taksi;Live 2002;Pan Tea;Petr;person
Jaksi Taksi;Live 2002;Pan Tea;Iveta;girl_name
Jaksi Taksi;Live 2002;Propaganda;Amerika;location
Jaksi Taksi;Live 2002;Propaganda;Rusko;location
Jaksi Taksi;Málo krve;Čirokéz;Punk;person
Jaksi Taksi;Málo krve;Kdo se bojí;márnice;location
Jaksi Taksi;Málo krve;O realitě;ulicích;location
Jaksi Taksi;Málo krve;Poutníci;Poutníci;person
Jaksi Taksi;Málo krve;Šel jsi pěšky;hloupí lidi;person
Jaksi Taksi;Málo krve;Šel jsi pěšky;ti;person
Jaksi Taksi;Málo krve;Šel jsi pěšky;chlape;person
Jaksi Taksi;Málo krve;Šel jsi pěšky;světem;location
Jaksi Taksi;Málo krve;Šel jsi pěšky;kolem;location
Jaksi Taksi;Málo krve;Vojáci;vojáci;person
Jaksi Taksi;Málo krve;Vojáci;milá;person
Jaksi Taksi;Málo krve;Vojáci;dcery;person
Jaksi Taksi;Málo krve;Vojáci;matky;person
Jaksi Taksi;Málo krve;Vojáci;vojín;person
Jaksi Taksi;Na běžícím pásu;Stará bába;El Bunda;girl_name
Jaksi Taksi;OffLine;Show;Cuba;location
Jaksi Taksi;OffLine;Show;Júlie;girl_name
Jaksi Taksi;On-Line;Globální;Itálie;location
Jaksi Taksi;On-Line;Globální;Finsko;location
Jaksi Taksi;On-Line;Globální;New York;location
Jaksi Taksi;On-Line;Globální;Norsko;location
Jaksi Taksi;On-Line;Globální;Maďarsko;location
Jaksi Taksi;On-Line;Globální;Čína;location
Jaksi Taksi;On-Line;Globální;Taiwan;location
Jaksi Taksi;On-Line;Globální;Afrika;location
Jaksi Taksi;On-Line;Globální;Polsko;location
Jaksi Taksi;On-Line;Globální;Sydney;location
Jaksi Taksi;On-Line;Globální;Turecko;location
Jaksi Taksi;On-Line;Globální;Japonsko;location
Jaksi Taksi;On-Line;Globální;Mexiko;location
Jaksi Taksi;On-Line;Globální;Španělsko;location
Jaksi Taksi;On-Line;Globální;Francie;location
Jaksi Taksi;On-Line;Globální;Česko;location
Jaksi Taksi;On-Line;Pan Tea;Petr;person
Jaksi Taksi;On-Line;Pan Tea;Iveta;girl_name
Jaksi Taksi;On-Line;Pan Tea;Iveťák;girl_name
Jaksi Taksi;On-Line;V pohodě den;soused;person
Jaksi Taksi;Optimista;Je mi to líto;ježíš;person
Jaksi Taksi;Optimista;Posel dobrých zpráv;mesiáš;person
Jaksi Taksi;Optimista;Soutěž;otce a syna;person
Jaksi Taksi;Optimista;Vyvolený;Shopenhauer;person
Jaksi Taksi;Optimista;Vyvolený;Nietzsche;person
Jaksi Taksi;Optimista;Vyvolený;Kant;person
Jaksi Taksi;Optimista;Vyvolený;Faust;person
Jaksi Taksi;Signál;Maturitní večírek;Molière;person
Jaksi Taksi;Signál;Maturitní večírek;Chekhov;person
Jaksi Taksi;Signál;Maturitní večírek;Shakespeare;person
Jaksi Taksi;Signál;Víme svý;východu;location
Jaksi Taksi;Signál;Víme svý;západy;location
Jaksi Taksi;Signál;Víme svý;USA;location
Jaksi Taksi;Signál;Vteřina;river;location
Jaksi Taksi;Trochu rachotu z březského kutlochu;Satanovo dítě;Hirošima;location
Jaksi Taksi;Trochu rachotu z březského kutlochu;Satanovo dítě;Nagasaki;location
Jaksi Taksi;Uvěř a zaplať!;Nedělní;pole;location
Jaksi Taksi;Uvěř a zaplať!;Propaganda;Amerika;location
Jaksi Taksi;Uvěř a zaplať!;Propaganda;Rusko;location
Jaksi Taksi;Všechno dobrý;Aladin Airlines;Jirka Křoví;person
Jaksi Taksi;Všechno dobrý;Aladin Airlines;Alí Susajn;person
Jaksi Taksi;Všechno dobrý;Aladin Airlines;Rambo;person
Jaksi Taksi;Všechno dobrý;Aladin Airlines;Artemidin;person
Jaksi Taksi;Všechno dobrý;Aladin Airlines;Dia;person
Jaksi Taksi;Všechno dobrý;Aladin Airlines;Nový York;location
Jaksi Taksi;Všechno dobrý;Aladin Airlines;Gize;location
Jaksi Taksi;Všechno dobrý;Aladin Airlines;Pyramidy;location
Jaksi Taksi;Všechno dobrý;Člověk nový doby;Bohnice;location
Jaksi Taksi;Všechno dobrý;Love story;kluk;person
Jaksi Taksi;Všechno dobrý;Love story;Shakespeare;person
Jaksi Taksi;Všechno dobrý;Love story;holka;girl_name
Jaksi Taksi;Všechno dobrý;Multisvět;Stacy Valentine;person
Jaksi Taksi;Všechno dobrý;Planeta Sen;planeta sen;location
Jaksi Taksi;Všechno dobrý;Superstars;Michael Jackson;person
Jaksi Taksi;Všechno dobrý;Superstars;Robbie;person
Jaksi Taksi;Všechno dobrý;Superstars;Milli Vanilli;person
Jaksi Taksi;Všechno dobrý;Superstars;Spice Girls;person
Jaksi Taksi;Všechno dobrý;Superstars;Bach Wolfgang;person
Jaksi Taksi;Všechno dobrý;Superstars;Freddy Krueger;person
Jaksi Taksi;Všechno dobrý;Superstars;Kelly;girl_name
Jaksi Taksi;Zachovejte paniku!;Na koncertě 2 - to be continued;Milan;person
Jaksi Taksi;Zachovejte paniku!;Na koncertě 2 - to be continued;Fat Mike;person
Jaksi Taksi;Zachovejte paniku!;Ruce spojený;Caligula;person
Jaksi Taksi;Zachovejte paniku!;Ruce spojený;Nero;person
Jaksi Taksi;Zachovejte paniku!;Škola;restaurace;location
Jaksi Taksi;Zachovejte paniku!;Večer;město;location
Jaksi Taksi;Zachovejte paniku!;Zachovejte paniku;mickeymouse;person
Jaksi Taksi;Zachovejte paniku!;Zachovejte paniku;Eifelova věž;person
Jaksi Taksi;Zachovejte paniku!;Zachovejte paniku;sochu svobody;person
Jasná Páka;25 pecek;Chodec;pasáž;location
Jasná Páka;25 pecek;Cizej chlap;Cizej chlap;person
Jasná Páka;25 pecek;Cizej chlap;ulici;location
Jasná Páka;25 pecek;Holka Tonka;Tonka;girl_name
Jasná Páka;25 pecek;Paralet;Miloši;person
Jasná Páka;25 pecek;Paralet;Leoši;person
Jasná Páka;25 pecek;Paralet;doktor Mráz;person
Jasná Páka;25 pecek;Paralet;doktorka Mrázová;person
Jasná Páka;25 pecek;Paralet;Mrázová;girl_name
Jasná Páka;25 pecek;Špinavý záda;Žofíně;location
Jasná Páka;25 pecek;To tak;moře;location
Jasná Páka;Černá deska;Výlet;Budapešť;location
Jasná Páka;Černá deska;Výlet;Bukurešť;location
Jasná Páka;Černá deska;Výlet;Sofie;location
Jasná Páka;Černá deska;Výlet;Louny;location
Jasná Páka;Černá deska;Výlet;Most;location
Jasná Páka;Holka Tonka;Holka Tonka;Tonka;girl_name
Jasná Páka;Jasná Páka;Cizej chlap;cizej chlap;person
Jasná Páka;Jasná Páka;Výlet;Budapešť;location
Jasná Páka;Jasná Páka;Výlet;Bukurešť;location
Jasná Páka;Jasná Páka;Výlet;Sofie;location
Jasná Páka;Jasná Páka;Výlet;Louny;location
Jasná Páka;Jasná Páka;Výlet;Most;location
Jasná Páka;Od začátku do konce;Carol;Carol;girl_name
Jasná Páka;Od začátku do konce;Celou noc;Vltava;location
Jasná Páka;Od začátku do konce;Chodec;pasáži;location
Jasná Páka;Od začátku do konce;Cizej chlap;cizej chlap;person
Jasná Páka;Od začátku do konce;Holka Tonka;Tonka;girl_name
Jasná Páka;Od začátku do konce;Majolenka;táta;person
Jasná Páka;Od začátku do konce;Majolenka;žena;person
Jasná Páka;Od začátku do konce;Majolenka;hospoda;location
Jasná Páka;Od začátku do konce;Majolenka;sednice;location
Jasná Páka;Od začátku do konce;Majolenka;Majolenka;girl_name
Jasná Páka;Od začátku do konce;Nálady - sedí, pije;parku;location
Jasná Páka;Od začátku do konce;Nálady - sedí, pije;zahrady;location
Jasná Páka;Od začátku do konce;Nálady - sedí, pije;Zuzana;girl_name
Jasná Páka;Od začátku do konce;Nech Toho;tebe;person
Jasná Páka;Od začátku do konce;Paralet;Miloši;person
Jasná Páka;Od začátku do konce;Paralet;Leoši;person
Jasná Páka;Od začátku do konce;Paralet;doktorka Mrázová;person
Jasná Páka;Od začátku do konce;Paralet;doktor Mráz;person
Jasná Páka;Od začátku do konce;Paralet;Mrázová;girl_name
Jasná Páka;Od začátku do konce;Špinavý záda;Žofíně;location
Jasná Páka;Od začátku do konce;To tak;moře;location
Jasná Páka;Od začátku do konce;Voči Sůví;upírů král;person
Jasná Páka;Od začátku do konce;Výlet;Budapešť;location
Jasná Páka;Od začátku do konce;Výlet;Bukurešť;location
Jasná Páka;Od začátku do konce;Výlet;Sofie;location
Jasná Páka;Od začátku do konce;Výlet;Louny;location
Jasná Páka;Od začátku do konce;Výlet;Most;location
Malomocnost prázdnoty;Děti Země;človíček;človíček;person
Malomocnost prázdnoty;Pátek 13;Dalila;Dalila;person
Malomocnost prázdnoty;Pátek 13;Dalila;Dalila;girl_name
Malomocnost prázdnoty;Petroleus Mostensis;človíček;malinký človíček;person
Malomocnost prázdnoty;Petroleus Mostensis;človíček;díra;location
Malomocnost prázdnoty;Petroleus Mostensis;človíček;krásné místo;location
Malomocnost prázdnoty;Petroleus Mostensis;človíček;za vodou;location
Malomocnost prázdnoty;Petroleus Mostensis;Maruška;Maruška;girl_name
Malomocnost prázdnoty;Petroleus Mostensis;Zlomenej;město;location
Malomocnost prázdnoty;Petroleus Mostensis;Zlomenej;sídliště;location
Malomocnost prázdnoty;Přestaň věřit;človíček;človíček;person
Malomocnost prázdnoty;Přestaň věřit;Maruška;malém plácku;location
Malomocnost prázdnoty;Přestaň věřit;Maruška;velkém plácků;location
Malomocnost prázdnoty;Přestaň věřit;Maruška;Maruška;girl_name
Malomocnost prázdnoty;Přestaň věřit;Vypad Bych;ulici;location
Malomocnost prázdnoty;Přestaň věřit;Vypad Bych;autobuse;location
Nežfaleš;Ber dokud dávám;Holky co znám;Londýna;location
Nežfaleš;Ber dokud dávám;Holky co znám;karaoke baru;location
Nežfaleš;Ber dokud dávám;Holky co znám;Bejby;girl_name
Nežfaleš;Ber dokud dávám;Jeden song;Johnny Cash;person
Nežfaleš;Ber dokud dávám;Jeden song;Prágl;location
Nežfaleš;Ber dokud dávám;Kámoši z podsvětí;Frankie;person
Nežfaleš;Ber dokud dávám;Kámoši z podsvětí;Robin Hood;person
Nežfaleš;Ber dokud dávám;Kámoši z podsvětí;Boss;person
Nežfaleš;Ber dokud dávám;Kámoši z podsvětí;darling;girl_name
Nežfaleš;Ber dokud dávám;Napsaný v ksichtě;Billy Idol;person
Nežfaleš;Ber dokud dávám;Ségra;ségru;person
Nežfaleš;Ber dokud dávám;Ségra;pardál;person
Nežfaleš;Ber dokud dávám;Ségra;Sedmičce;location
Nežfaleš;Ber dokud dávám;Ségra;bar;location
Nežfaleš;Ber dokud dávám;Ségra;ségru;girl_name
Nežfaleš;Dvě desítky let;Dvě desítky let;Spořilov;location
Nežfaleš;Dvě desítky let;Dvě desítky let;Ája;girl_name
Nežfaleš;Dvě desítky let;Modrá Vopice;Franc;person
Nežfaleš;Dvě desítky let;Modrá Vopice;Sydney;person
Nežfaleš;Dvě desítky let;Modrá Vopice;Franklie;person
Nežfaleš;Dvě desítky let;Modrá Vopice;Četa;person
Nežfaleš;Dvě desítky let;Modrá Vopice;Knedlíky;person
Nežfaleš;Dvě desítky let;Modrá Vopice;Paragraf;person
Nežfaleš;Dvě desítky let;Modrá Vopice;Vysočanský;location
Nežfaleš;Dvě desítky let;Modrá Vopice;Spojovací;location
Nežfaleš;Dvě desítky let;Modrá Vopice;Modrá Vopice;location
Nežfaleš;Dvě desítky let;Šlapej dál;šerif;person
Nežfaleš;Dvě desítky let;Šlapej dál;město;location
Nežfaleš;Dvě desítky let;Za zenitem;Jižní Čechy;location
Nežfaleš;... jak za války;Čínská zed;Mao;person
Nežfaleš;... jak za války;Čínská zed;Tibet;location
Nežfaleš;... jak za války;Čínská zed;Čínská zeď;location
Nežfaleš;... jak za války;Nože a karty;James Dean;person
Nežfaleš;... jak za války;Oběšenci;Ilona;girl_name
Nežfaleš;... jak za války;Panenka z porcelánu;Panenka z porcelánu;person
Nežfaleš;... jak za války;Panenka z porcelánu;ulice;location
Nežfaleš;... jak za války;Panenka z porcelánu;Lolita;girl_name
Nežfaleš;... jak za války;Panenka z porcelánu;Hana;girl_name
Nežfaleš;Každej klub i bar;Afterpárty;Plzeň;location
Nežfaleš;Každej klub i bar;Afterpárty;Ostrava;location
Nežfaleš;Každej klub i bar;Afterpárty;Rockaway Beach;location
Nežfaleš;Každej klub i bar;Druhej Dech;Charlie Harper;person
Nežfaleš;Každej klub i bar;Kapely, Co Už Ti Nezahrajou;Johny;person
Nežfaleš;Každej klub i bar;Kapely, Co Už Ti Nezahrajou;Joe;person
Nežfaleš;Každej klub i bar;Ona Má Styl;New York;location
Nežfaleš;Každej klub i bar;Sen O Londýnském Pubu;Frankie Flame;person
Nežfaleš;Každej klub i bar;Sen O Londýnském Pubu;Londýn;location
Nežfaleš;Každej klub i bar;Sen O Londýnském Pubu;Camden Town;location
Nežfaleš;Každej klub i bar;Sen O Londýnském Pubu;Anglie;location
Nežfaleš;Každej klub i bar;Vítězství A Prohra;Fénix;person
Nežfaleš;Není čas na hrdinství;Když tančila Roxie;Roxie;girl_name
Nežfaleš;Není čas na hrdinství;Opouštím Paříž;Jean;person
