band;album;song;source;word;count
Elektrïck Mann;Kundodrom;Rande;llm;crap;
Elektrïck Mann;Kundodrom;Rande;llm;asshole;
Elektrïck Mann;Kundodrom;Tik Tak;static;prdel;2
Elektrïck Mann;Kundodrom;Tik Tak;static;čur;1
Elektrïck Mann;Kundodrom;Tik Tak;static;kurv;3
Elektrïck Mann;Kundodrom;Tik Tak;static;svin;1
Elektrïck Mann;Kundodrom;Tik Tak;llm;fuck;
Elektrïck Mann;Kundodrom;Tik Tak;llm;shit;
Elektrïck Mann;Kundodrom;Tik Tak;llm;bitch;
Elektrïck Mann;Kundodrom;Tik Tak;llm;asshole;
Elektrïck Mann;Kundodrom;Tik Tak;llm;bastard;
Elektrïck Mann;Kundodrom;Tik Tak;llm;damn;
Elektrïck Mann;Kundodrom;Tik Tak;llm;hell;
Elektrïck Mann;Zhorovy Streety;Gynekolog;static;kurv;2
Elektrïck Mann;Zhorovy Streety;Gynekolog;llm;fuck;
Elektrïck Mann;Zhorovy Streety;Gynekolog;llm;curse;
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;static;prdel;4
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;static;sra;3
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;fuck;
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;shit;
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;asshole;
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;damn;
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;hell;
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;crap;
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;cunt;
Elektrïck Mann;Zhorovy Streety;Lezba;static;kurv;2
Elektrïck Mann;Zhorovy Streety;Lezba;llm;kurva;
Elektrïck Mann;Zhorovy Streety;Lezba;llm;fotr;
Elektrïck Mann;Zhorovy Streety;Lezba;llm;piči;
Elektrïck Mann;Zhorovy Streety;Úvod;llm;fuck;
Elektrïck Mann;Zhorovy Streety;Úvod;llm;shit;
Elektrïck Mann;Zhorovy Streety;V Neděli Se Nedělá;static;kurv;4
Elektrïck Mann;Zhorovy Streety;V Neděli Se Nedělá;llm;kurva;
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;static;shit;1
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;static;kurv;2
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;static;sra;1
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;llm;kurva;
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;llm;shit;
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;llm;sračku;
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;llm;stračku;
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;static;kurv;2
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;static;sra;1
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;llm;fuck;
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;llm;shit;
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;llm;bitch;
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;llm;asshole;
Houba;...ať von zacvrč!;...ať von zacvrč!;llm;fuck;
Houba;...ať von zacvrč!;Bomba;llm;fuck;
Houba;...ať von zacvrč!;Bomba;llm;shit;
Houba;...ať von zacvrč!;Hledáte dokonalost;static;svin;1
Houba;...ať von zacvrč!;Hledáte dokonalost;llm;shit;
Houba;...ať von zacvrč!;Husáke;llm;fuck;
Houba;...ať von zacvrč!;Husáke;llm;shit;
Houba;...ať von zacvrč!;Husáke;llm;bastard;
Houba;...ať von zacvrč!;Otázky;llm;srát;
Houba;...ať von zacvrč!;Tady mě máš;static;ass;1
Houba;...ať von zacvrč!;Vodácká 1-3;llm;damn;
Houba;Fičící pes;Automat na kecy;llm;kecy;
Houba;Fičící pes;Hospoda;llm;fuck;
Houba;Fičící pes;Hospoda;llm;shit;
Houba;Fičící pes;Konec světa;static;prdel;1
Houba;Fičící pes;Konec světa;static;sra;1
Houba;Fičící pes;Konec světa;llm;fuck;
Houba;Fičící pes;Konec světa;llm;shit;
Houba;Fičící pes;Konec světa;llm;prdel;
Houba;Fičící pes;Radosti života;llm;fuck;
Houba;Fičící pes;Radosti života;llm;shit;
Houba;Fičící pes;Svoboda;static;svin;1
Houba;Fičící pes;Svoboda;llm;svinstvo;
Houba;Hnus fialovej;Chlívek;static;kráv;4
Houba;Hnus fialovej;Chlívek;llm;fuck;
Houba;Hnus fialovej;Chlívek;llm;shit;
Houba;Hnus fialovej;Chlívek;llm;bitch;
Houba;Hnus fialovej;Chlívek;llm;asshole;
Houba;Hnus fialovej;Chlívek;llm;bastard;
Houba;Hnus fialovej;Chlívek;llm;damn;
Houba;Hnus fialovej;Chlívek;llm;hell;
Houba;Hnus fialovej;Chlívek;llm;crap;
Houba;Hnus fialovej;Chlívek;llm;cunt;
Houba;Hnus fialovej;Chlívek;llm;motherfucker;
Houba;Hnus fialovej;Outro;static;pic;1
Houba;Hnus fialovej;Proč;llm;blbejm;
Houba;Kuře Punk-Pao;Borec;llm;j*be;
Houba;Kuře Punk-Pao;Pivo piv;static;hajzl;1
Houba;Kuře Punk-Pao;Princezná;static;ass;1
Houba;Kuře Punk-Pao;Princezná;llm;fuck;
Houba;Kuře Punk-Pao;Princezná;llm;shit;
Houba;Kuře Punk-Pao;Princezná;llm;damn;
Houba;Kuře Punk-Pao;S ostatníma stůj;llm;serem;
Houba;Kuře Punk-Pao;Yveta;llm;sakra;
Houba;Kuře Punk-Pao;Yveta;llm;psina;
Houba;Kuře Punk-Pao;Yveta;llm;fujtajbl;
Houba;Kuře Punk-Pao;Yveta;llm;bič;
Houba;Kuře Punk-Pao;Zoodědek;llm;sráč;
Houba;Pan Káč;Anti nazi;llm;fuck;
Houba;Pan Káč;Bonus;static;čur;1
Houba;Pan Káč;Kapitán;llm;fuck;
Houba;Pan Káč;Kapitán;llm;shit;
Houba;Pan Káč;Kapitán;llm;damn;
Houba;Pan Káč;Pohoda Lábus;static;pic;2
Houba;Pan Káč;Pohoda Lábus;llm;fuck;
Houba;Pan Káč;Policie;static;fuck;1
Houba;Pan Káč;Policie;llm;fuck;
Houba;Pan Káč;Sam medvěd;llm;fuck;
Houba;Pan Káč;Sam medvěd;llm;shit;
Houba;Pan Káč;Sam medvěd;llm;bitch;
Houba;Pan Káč;Uf, to byla noc;llm;fuck;
Houba;Pan Káč;Uf, to byla noc;llm;shit;
Houba;Pan Káč;Vekslák;llm;fuck;
Houba;Pan Káč;Vekslák;llm;shit;
Houba;Pan Káč;Vysmátý divadlo;llm;shit;
Houba;U Šílena Nesersrny;Krajina stínů;llm;fuck;
Houba;U Šílena Nesersrny;Krajina stínů;llm;shit;
Houba;U Šílena Nesersrny;My to nacvičíme;llm;fuck;
Houba;U Šílena Nesersrny;Šašek;llm;shit;
Houba;U Šílena Nesersrny;Šašek;llm;fuck;
Houba;U Šílena Nesersrny;Šašek;llm;damn;
Houba;U Šílena Nesersrny;Sráči;static;sra;1
Houba;U Šílena Nesersrny;Sráči;llm;sráč;
Hubert Macháně;Live in Reichenberg;Buzerák;llm;fuck;
Hubert Macháně;Live in Reichenberg;Buzerák;llm;shit;
Hubert Macháně;Live in Reichenberg;Hubert Macháně;llm;hergot;
Hubert Macháně;Live in Reichenberg;Kom zu mir for Pekarin;llm;fuck;
Hubert Macháně;Live in Reichenberg;Kom zu mir for Pekarin;llm;shit;
Hubert Macháně;Live in Reichenberg;Mordbiogest;llm;fuck;
Hubert Macháně;Live in Reichenberg;Mordbiogest;llm;shit;
Hubert Macháně;Live in Reichenberg;Zpátky do roku 1977;static;pic;1
Hubert Macháně;Live in Reichenberg;Zpátky do roku 1977;llm;fuck;
Hubert Macháně;Zazdili nám WC!!;'77;static;pic;1
Hubert Macháně;Zazdili nám WC!!;'77;llm;fuck;
Hubert Macháně;Zazdili nám WC!!;Bílej rajón;llm;sakra;
Hubert Macháně;Zazdili nám WC!!;Honza;llm;vůl;
Hubert Macháně;Zazdili nám WC!!;Hubert Macháně;llm;hergot;
Hubert Macháně;Zazdili nám WC!!;Mordbiogest;llm;shit;
Hubert Macháně;Zazdili nám WC!!;Plnou nádrž, Hansi go!;static;bastard;2
Hubert Macháně;Zazdili nám WC!!;Plnou nádrž, Hansi go!;llm;bastardi;
Hubert Macháně;Zazdili nám WC!!;Samba;static;pic;1
Hubert Macháně;Zazdili nám WC!!;Schizofrénie;llm;fuck;
Hubert Macháně;Zazdili nám WC!!;Schizofrénie;llm;shit;
Hubert Macháně;Zazdili nám WC!!;Ty máš šíleně zvadlý vnady!;llm;fuck;
Hubert Macháně;Zazdili nám WC!!;Ty máš šíleně zvadlý vnady!;llm;shit;
Hubert Macháně;Zazdili nám WC!!;Zazdili nám WC;static;sra;2
Hubert Macháně;Zazdili nám WC!!;Zazdili nám WC;llm;sprostej;
Hudba Praha;25 pecek;Časy zlý;llm;zatracenej;
Hudba Praha;25 pecek;Máma táta;static;hajzl;1
Hudba Praha;25 pecek;Máma táta;static;prdel;1
Hudba Praha;25 pecek;Máma táta;llm;hajzlu;
Hudba Praha;25 pecek;Máma táta;llm;prdeli;
Hudba Praha;25 pecek;Pal vocuď;static;hajzl;6
Hudba Praha;25 pecek;Pal vocuď;llm;fuck;
Hudba Praha;25 pecek;Špinavý záda;llm;sakra;
Hudba Praha;De generace;Jinej svět;llm;sakra;
Hudba Praha;De generace;Jinej svět;llm;panebože;
Hudba Praha;De generace;Srdeční příběh;llm;ksakru;
Hudba Praha;Hudba Praha;Na Žofíně;llm;sakra;
Hudba Praha;Maelström;Hospoda;static;pic;1
Hudba Praha;Maelström;Hospoda;llm;fuck;
Hudba Praha;Maelström;Hospoda;llm;shit;
Hudba Praha;Maelström;Hospoda;llm;damn;
Hudba Praha;Maelström;Hospoda;llm;hell;
Hudba Praha;Maelström;Máma táta;static;hajzl;1
Hudba Praha;Maelström;Máma táta;static;prdel;1
Hudba Praha;Maelström;Máma táta;llm;hajzlu;
Hudba Praha;Maelström;Máma táta;llm;prdeli;
Hudba Praha;Maelström;Pal vocuď;static;hajzl;6
Hudba Praha;Maelström;Pal vocuď;llm;hajzle;
Hudba Praha;Maelström;Proč jsi ho jed?;llm;shit;
Hudba Praha;Maelström;Většinu rán;llm;zatraceně;
Hudba Praha;Maják;Časy zlý;llm;zatracenej;
Hudba Praha;Maják;Mám tu zůstat;llm;ksakru;
Hudba Praha;Nashledanou (Live);Majolenka;llm;fuck;
Hudba Praha;Nashledanou (Live);Mám tu zůstat nebo jít;llm;ksakru;
Hudba Praha;Nashledanou (Live);Máma táta;static;hajzl;1
Hudba Praha;Nashledanou (Live);Máma táta;static;prdel;1
Hudba Praha;Nashledanou (Live);Máma táta;llm;hajzlu;
Hudba Praha;Nashledanou (Live);Máma táta;llm;prdeli;
Hudba Praha;Nashledanou (Live);Pal vocuď;static;hajzl;6
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;fuck;
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;shit;
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;bitch;
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;asshole;
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;bastard;
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;damn;
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;hell;
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;crap;
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;cunt;
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;motherfucker;
Hudba Praha;Nashledanou (Live);Špinavý záda;llm;fuck;
Hudba Praha;Nashledanou (Live);Špinavý záda;llm;shit;
Hudba Praha;Nashledanou (Live);Většinu rán;llm;zatraceně;
Hudba Praha;Starý pecky (a tak dál...);Máma táta;static;hajzl;1
Hudba Praha;Starý pecky (a tak dál...);Máma táta;static;prdel;1
Hudba Praha;Starý pecky (a tak dál...);Máma táta;llm;shit;
Hudba Praha;Starý pecky (a tak dál...);Máma táta;llm;fuck;
Hudba Praha;Starý pecky (a tak dál...);Máma táta;llm;hell;
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;static;hajzl;6
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;llm;hajzle;
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;llm;pal;
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;llm;vocuď;
Hudba Praha;Starý pecky (a tak dál...);Ryba Badys;llm;shit;
Hudba Praha;Starý pecky (a tak dál...);Špinavý záda;llm;sakra;
Jaksi Taksi;Egoland;Drž hubu;llm;fuck;
Jaksi Taksi;Egoland;Odkaz;static;debil;1
Jaksi Taksi;Egoland;Seriózní vztah;static;sra;1
Jaksi Taksi;Hysterčák;Babka;llm;ble;
Jaksi Taksi;Hysterčák;Hnědý rosol;llm;fuck;
Jaksi Taksi;Hysterčák;Krejzy rokenrol;llm;shit;
Jaksi Taksi;Hysterčák;No Hajzl!;static;hajzl;3
Jaksi Taksi;Hysterčák;No Hajzl!;static;svin;1
Jaksi Taksi;Hysterčák;No Hajzl!;static;kurv;1
Jaksi Taksi;Hysterčák;No Hajzl!;llm;hajzl;
Jaksi Taksi;Hysterčák;No Hajzl!;llm;kurva;
Jaksi Taksi;Hysterčák;No Hajzl!;llm;svině;
Jaksi Taksi;Hysterčák;No Hajzl!;llm;mrcha;
Jaksi Taksi;Hysterčák;No Hajzl!;llm;děvka;
Jaksi Taksi;Hysterčák;No Hajzl!;llm;křivý;
Jaksi Taksi;Hysterčák;Zase jedem dál;llm;blbe;
Jaksi Taksi;Hysterčák;Zase jedem dál;llm;blbej;
Jaksi Taksi;Live 2002;Armáda a punk;llm;seru;
Jaksi Taksi;Live 2002;Britney Piss;static;kurv;1
Jaksi Taksi;Live 2002;Britney Piss;static;sra;2
Jaksi Taksi;Live 2002;Britney Piss;llm;fuck;
Jaksi Taksi;Live 2002;Britney Piss;llm;shit;
Jaksi Taksi;Live 2002;Brothers forever;static;sra;1
Jaksi Taksi;Live 2002;Co všechno umím;static;fuck;1
Jaksi Taksi;Live 2002;Co všechno umím;llm;fuck;
Jaksi Taksi;Live 2002;Děkujeme vysmahněte;llm;vole;
Jaksi Taksi;Live 2002;EU (Evropská utopie);static;prdel;1
Jaksi Taksi;Live 2002;EU (Evropská utopie);llm;prdele;
Jaksi Taksi;Live 2002;Hosana bin Ladin;static;píč;1
Jaksi Taksi;Live 2002;Hosana bin Ladin;static;hovn;1
Jaksi Taksi;Live 2002;Hosana bin Ladin;llm;fuck;
Jaksi Taksi;Live 2002;Hosana bin Ladin;llm;shit;
Jaksi Taksi;Live 2002;I hate!;llm;fuck;
Jaksi Taksi;Live 2002;McHovnald´s;static;bastard;1
Jaksi Taksi;Live 2002;McHovnald´s;static;hovn;4
Jaksi Taksi;Live 2002;McHovnald´s;static;prdel;1
Jaksi Taksi;Live 2002;McHovnald´s;llm;fuck;
Jaksi Taksi;Live 2002;McHovnald´s;llm;shit;
Jaksi Taksi;Live 2002;McHovnald´s;llm;bastard;
Jaksi Taksi;Live 2002;McHovnald´s;llm;damn;
Jaksi Taksi;Live 2002;Moj život;static;hovn;2
Jaksi Taksi;Live 2002;Moj život;llm;fuck;
Jaksi Taksi;Live 2002;Moj život;llm;shit;
Jaksi Taksi;Live 2002;Pan Tea;llm;fuck;
Jaksi Taksi;Live 2002;Pan Tea;llm;shit;
Jaksi Taksi;Live 2002;Politická jelita;static;bastard;1
Jaksi Taksi;Live 2002;Politická jelita;static;kurv;2
Jaksi Taksi;Live 2002;Politická jelita;llm;fuck;
Jaksi Taksi;Live 2002;Politická jelita;llm;shit;
Jaksi Taksi;Live 2002;Politická jelita;llm;bastard;
Jaksi Taksi;Live 2002;Propaganda;static;sra;1
Jaksi Taksi;Málo krve;Bezproblémoví;static;fuck;1
Jaksi Taksi;Málo krve;Bezproblémoví;static;hovn;1
Jaksi Taksi;Málo krve;Bezproblémoví;llm;fuck;
Jaksi Taksi;Málo krve;Láska a smrt;static;kurv;1
Jaksi Taksi;Málo krve;Láska a smrt;llm;kurva;
Jaksi Taksi;Málo krve;Mluvíme o ničem;static;fuck;1
Jaksi Taksi;Málo krve;Mluvíme o ničem;llm;fuck;
Jaksi Taksi;Málo krve;Wingi;static;sra;2
Jaksi Taksi;Málo krve;Wingi;llm;sral;
Jaksi Taksi;Na běžícím pásu;Brothers forever;static;sra;1
Jaksi Taksi;Na běžícím pásu;Děkujeme vysmahněte;llm;vole;
Jaksi Taksi;Na běžícím pásu;Hit století;static;hovn;8
Jaksi Taksi;Na běžícím pásu;Hit století;llm;shit;
Jaksi Taksi;Na běžícím pásu;Kdo vlastně jsem;static;kurv;1
Jaksi Taksi;Na běžícím pásu;Kdo vlastně jsem;llm;kurvy;
Jaksi Taksi;Na běžícím pásu;Krize;static;sra;1
Jaksi Taksi;Na běžícím pásu;Moj život;static;hovn;2
Jaksi Taksi;Na běžícím pásu;Moj život;llm;fuck;
Jaksi Taksi;Na běžícím pásu;Moj život;llm;shit;
Jaksi Taksi;Na běžícím pásu;Politická jelita;static;bastard;1
Jaksi Taksi;Na běžícím pásu;Politická jelita;static;kurv;2
Jaksi Taksi;Na běžícím pásu;Politická jelita;llm;kurvený;
Jaksi Taksi;Na běžícím pásu;Politická jelita;llm;bastardi;
Jaksi Taksi;Na běžícím pásu;Poslední šance;llm;fuck;
Jaksi Taksi;Na běžícím pásu;Póvl stars;llm;fuck;
Jaksi Taksi;Na běžícím pásu;Póvl stars;llm;shit;
Jaksi Taksi;Na běžícím pásu;Stará bába;static;sra;1
Jaksi Taksi;Na běžícím pásu;Sváteční;llm;fuck;
Jaksi Taksi;Na běžícím pásu;Sváteční;llm;shit;
Jaksi Taksi;Na běžícím pásu;Ztracené sny;static;sra;1
Jaksi Taksi;Na běžícím pásu;Ztracené sny;llm;shit;
Jaksi Taksi;Na běžícím pásu;Ztracené sny;llm;damn;
Jaksi Taksi;Na běžícím pásu;Ztracené sny;llm;hell;
Jaksi Taksi;OffLine;Hater;static;sra;1
Jaksi Taksi;OffLine;Hater;static;debil;1
Jaksi Taksi;OffLine;Hater;llm;shit;
Jaksi Taksi;OffLine;Závěrečná;llm;vůl;
Jaksi Taksi;On-Line;Co všechno umím;static;fuck;1
Jaksi Taksi;On-Line;Co všechno umím;llm;fuck;
Jaksi Taksi;On-Line;Globální;llm;fuck;
Jaksi Taksi;On-Line;Globální;llm;shit;
Jaksi Taksi;On-Line;Globální;llm;damn;
Jaksi Taksi;On-Line;McHovnald´s;static;bastard;1
Jaksi Taksi;On-Line;McHovnald´s;static;hovn;4
Jaksi Taksi;On-Line;McHovnald´s;static;prdel;1
Jaksi Taksi;On-Line;McHovnald´s;llm;hovno;
Jaksi Taksi;On-Line;McHovnald´s;llm;zaserem;
Jaksi Taksi;On-Line;McHovnald´s;llm;prdelí;
Jaksi Taksi;On-Line;McHovnald´s;llm;sakru;
Jaksi Taksi;On-Line;Pan Tea;llm;fuck;
Jaksi Taksi;On-Line;Pan Tea;llm;shit;
Jaksi Taksi;On-Line;Pan Tea;llm;bitch;
Jaksi Taksi;On-Line;Pan Tea;llm;hell;
Jaksi Taksi;On-Line;Pan Tea;llm;bastard;
Jaksi Taksi;On-Line;Spotřebitel;static;kráv;1
Jaksi Taksi;On-Line;V pohodě den;static;sra;1
Jaksi Taksi;On-Line;V pohodě den;llm;vysral jsem se;
Jaksi Taksi;Optimista;Posel dobrých zpráv;static;kráv;1
Jaksi Taksi;Optimista;Posel dobrých zpráv;llm;fuck;
Jaksi Taksi;Optimista;Posel dobrých zpráv;llm;shit;
Jaksi Taksi;Optimista;Posel dobrých zpráv;llm;damn;
Jaksi Taksi;Optimista;Soutěž;llm;fuck;
Jaksi Taksi;Optimista;Vyvolený;static;hovn;1
Jaksi Taksi;Optimista;Vyvolený;static;debil;1
Jaksi Taksi;Optimista;Vyvolený;llm;fuck;
Jaksi Taksi;Signál;Příchody ( úvod );static;dick;1
Jaksi Taksi;Signál;Víme svý;static;sra;1
Jaksi Taksi;Signál;Závist ( Blecha II );static;debil;1
Jaksi Taksi;Signál;Závist ( Blecha II );llm;debil;
Jaksi Taksi;Uvěř a zaplať!;Armáda a punk;llm;seru;
Jaksi Taksi;Uvěř a zaplať!;Armáda a punk;llm;ksichtu;
Jaksi Taksi;Uvěř a zaplať!;EU (Evropská utopie);static;prdel;1
Jaksi Taksi;Uvěř a zaplať!;EU (Evropská utopie);llm;prdele;
Jaksi Taksi;Uvěř a zaplať!;I hate!;llm;blbečku;
Jaksi Taksi;Uvěř a zaplať!;Nedělní;static;hovn;1
Jaksi Taksi;Uvěř a zaplať!;Nedělní;llm;fuck;
Jaksi Taksi;Uvěř a zaplať!;Nemám zájem;static;fuck;1
Jaksi Taksi;Uvěř a zaplať!;Nemám zájem;static;svin;2
Jaksi Taksi;Uvěř a zaplať!;Nemám zájem;static;kurv;1
Jaksi Taksi;Uvěř a zaplať!;Nemám zájem;static;debil;1
Jaksi Taksi;Uvěř a zaplať!;Nemám zájem;llm;fuck;
Jaksi Taksi;Uvěř a zaplať!;Nemám zájem;llm;shit;
Jaksi Taksi;Uvěř a zaplať!;Nemám zájem;llm;bastard;
Jaksi Taksi;Uvěř a zaplať!;Nemám zájem;llm;hell;
Jaksi Taksi;Uvěř a zaplať!;Nemám zájem;llm;crap;
Jaksi Taksi;Uvěř a zaplať!;Propaganda;static;sra;1
Jaksi Taksi;Uvěř a zaplať!;Psychodebil;static;hajzl;1
Jaksi Taksi;Uvěř a zaplať!;Psychodebil;static;kurv;1
Jaksi Taksi;Uvěř a zaplať!;Psychodebil;static;svin;1
Jaksi Taksi;Uvěř a zaplať!;Psychodebil;static;debil;1
Jaksi Taksi;Uvěř a zaplať!;Psychodebil;llm;kurvit;
Jaksi Taksi;Uvěř a zaplať!;Psychodebil;llm;sviní;
Jaksi Taksi;Uvěř a zaplať!;Vánoční (šiška);static;prdel;1
Jaksi Taksi;Uvěř a zaplať!;Vánoční (šiška);llm;prdeli;
Jaksi Taksi;Všechno dobrý;After Party;llm;shit;
Jaksi Taksi;Všechno dobrý;Aladin Airlines;static;debil;1
Jaksi Taksi;Všechno dobrý;Aladin Airlines;llm;fuck;
Jaksi Taksi;Všechno dobrý;Aladin Airlines;llm;shit;
Jaksi Taksi;Všechno dobrý;Aladin Airlines;llm;bastard;
Jaksi Taksi;Všechno dobrý;Aladin Airlines;llm;hell;
Jaksi Taksi;Všechno dobrý;Lavičky;static;sra;1
Jaksi Taksi;Všechno dobrý;Na koncertě ( to be continued );llm;vole;
Jaksi Taksi;Všechno dobrý;Nasrat;static;sra;3
Jaksi Taksi;Všechno dobrý;Nasrat;llm;fuck;
Jaksi Taksi;Všechno dobrý;Superstars;static;pic;1
Jaksi Taksi;Zachovejte paniku!;Jednou;static;kurv;1
Jaksi Taksi;Zachovejte paniku!;Jednou;llm;kurva;
Jaksi Taksi;Zachovejte paniku!;Nestíhám;static;sra;1
Jaksi Taksi;Zachovejte paniku!;Ruce spojený;llm;fuck;
Jaksi Taksi;Zachovejte paniku!;Škola;static;debil;1
Jaksi Taksi;Zachovejte paniku!;Škola;static;sra;1
Jaksi Taksi;Zachovejte paniku!;Škola;static;kráv;1
Jaksi Taksi;Zachovejte paniku!;Škola;llm;fuck;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;static;kurv;8
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;static;jeb;1
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;static;prdel;1
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;static;hovn;2
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;static;píč;4
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;static;kokot;1
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;fuck;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;shit;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;bitch;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;asshole;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;bastard;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;damn;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;hell;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;crap;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;cunt;
Jaksi Taksi;Zachovejte paniku!;Špatný dny - censored;llm;motherfucker;
Jaksi Taksi;Zachovejte paniku!;Systém;llm;fuck;
Jaksi Taksi;Zachovejte paniku!;Systém;llm;shit;
Jasná Páka;25 pecek;Špinavý záda;llm;sakra;
Jasná Páka;Černá deska;Krosnička;static;sra;1
Jasná Páka;Černá deska;Krosnička;llm;shit;
Jasná Páka;Černá deska;Krosnička;llm;fuck;
Jasná Páka;Jasná Páka;Cizej chlap;llm;fuck;
Jasná Páka;Jasná Páka;Cizej chlap;llm;shit;
Jasná Páka;Od začátku do konce;Majolenka;llm;čert;
Jasná Páka;Od začátku do konce;Špinavý záda;llm;sakra;
Malomocnost prázdnoty;Děti Země;Armáda;static;sra;1
Malomocnost prázdnoty;Děti Země;Armáda;llm;sral;
Malomocnost prázdnoty;Děti Země;človíček;static;svin;1
Malomocnost prázdnoty;Děti Země;človíček;llm;k**va;
Malomocnost prázdnoty;Děti Země;človíček;llm;p**i;
Malomocnost prázdnoty;Děti Země;Discofilie;llm;shit;
Malomocnost prázdnoty;Děti Země;Fuck Šos;static;sra;1
Malomocnost prázdnoty;Děti Země;Fuck Šos;llm;fuck;
Malomocnost prázdnoty;Děti Země;Fuck Šos;llm;shit;
Malomocnost prázdnoty;Děti Země;Pohádky;static;svin;1
Malomocnost prázdnoty;Děti Země;Pohádky;llm;svině;
Malomocnost prázdnoty;Děti Země;Špinavej Titanic;llm;fuck;
Malomocnost prázdnoty;Pátek 13;Armáda;static;sra;1
Malomocnost prázdnoty;Pátek 13;Armáda;llm;shit;
Malomocnost prázdnoty;Pátek 13;Dalila;llm;fuck;
Malomocnost prázdnoty;Pátek 13;Pohádky;static;svin;1
