band;album;song;substance
N. V. Ú.;A v noci je tma;Dneska;alcohol
N. V. Ú.;A v noci je tma;Totální balet;alcohol
N. V. Ú.;A v noci je tma;Totální balet;beer
N. V. Ú.;Čáry máry fuck;Anarchistická lidová;vodka
N. V. Ú.;Čáry máry fuck;Házejte kamení;alcohol
N. V. Ú.;Čáry máry fuck;Házejte kamení;chlast
N. V. Ú.;Čáry máry fuck;Tequila death;tequila
N. V. Ú.;Čáry máry fuck;Tequila death;alcohol
N. V. Ú.;Obchází mě dokola;A. lidová;vodka
N. V. Ú.;Obchází mě dokola;Krysy;alcohol
N. V. Ú.;Obchází mě dokola;Marabu;alcohol
N. V. Ú.;Tak jsme došli;Fašounci;alcohol
N. V. Ú.;Tak jsme došli;Fuck Novák!;alcohol
N. V. Ú.;Tak jsme došli;Fuck Novák!;weed
N. V. Ú.;Tak jsme došli;Fuck Novák!;marijuana
N. V. Ú.;Tak jsme došli;Homage a normahl;alcohol
N. V. Ú.;Tak jsme došli;Jsme sami III.;alcohol
N. V. Ú.;Tak jsme došli;Jsme sami III.;chlastají
N. V. Ú.;Tak jsme došli;Mysli na mě až budeš pod ním;alcohol
N. V. Ú.;Tak jsme došli;Nádraží;alcohol
N. V. Ú.;Tak jsme došli;Nádraží;cigarettes
N. V. Ú.;Tak jsme došli;Nádraží;weed
N. V. Ú.;Tak jsme došli;Neber to!;alcohol
N. V. Ú.;Tak jsme došli;Rudej cirkus;cigarettes
N. V. Ú.;Tak jsme došli;Spermadream;alcohol
N. V. Ú.;Tak jsme došli;Tetička;alcohol
N. V. Ú.;Vzorek bez ceny;Diamanty pro prezidenta;weed
N. V. Ú.;Vzorek bez ceny;Diamanty pro prezidenta;alcohol
N. V. Ú.;Vzorek bez ceny;Jen jedna příchuť;alcohol
N. V. Ú.;Vzorek bez ceny;Jsme sami;alcohol
N. V. Ú.;Vzorek bez ceny;Nevěřím;alcohol
N. V. Ú.;Vzorek bez ceny;Nuda, šit a hnůj;wine
N. V. Ú.;Vzorek bez ceny;Nuda, šit a hnůj;pills
N. V. Ú.;Vzorek bez ceny;Pátrám;alcohol
N. V. Ú.;Vzorek bez ceny;Punkrock žije dál;beer
N. V. Ú.;Vzorek bez ceny;Tři kříže;alcohol
N. V. Ú.;Z řady;Bad boy;alcohol
N. V. Ú.;Z řady;Marabu;cyankali
N. V. Ú.;Z řady;Napít se;alcohol
N. V. Ú.;Z řady;Spoutaní svobodou;alcohol
N. V. Ú.;...že je magor!;Krysy;alcohol
N. V. Ú.;...že je magor!;Marabu;cyankali
N. V. Ú.;...že je magor!;Nepřichází v úvahu;alcohol
N. V. Ú.;Živák;Anarchistická lidová;vodka
N. V. Ú.;Živák;Dneska;beer
N. V. Ú.;Živák;Mysli na mě;alcohol
Peshata;Anarchy In The Zoo;Afťáci;beer
Peshata;Anarchy In The Zoo;Budaření;beer
Peshata;Anarchy In The Zoo;Jak Se Má Jak?;alcohol
Peshata;Anarchy In The Zoo;Jak Se Má Jak?;weed
Peshata;Anarchy In The Zoo;Jak Se Má Jak?;marijuana
Peshata;Anarchy In The Zoo;René Tulipán;alcohol
Peshata;Anarchy In The Zoo;Rosomák;alcohol
Peshata;Anarchy In The Zoo;Rosomák;opium
Peshata;Anarchy In The Zoo;Rybí Trampoty;cigarettes
Peshata;Anarchy In The Zoo;Rybí Trampoty;alcohol
Peshata;Anarchy In The Zoo;Sláva Kozlů;alcohol
Peshata;Anarchy In The Zoo;Sraz Těhulek Z Kotěhůlek;alcohol
Peshata;Anarchy In The Zoo;Třináctá Komnata;beer
Peshata;Anarchy In The Zoo;Třináctá Komnata;wine
Peshata;Anarchy In The Zoo;Třináctá Komnata;alcohol
Peshata;Děti ze stanice ZOO;Pohádka o zlých nohách;weed
Peshata;Hra na doktora;Hra na Doktora;alcohol
Peshata;Hra na doktora;Na saních;alcohol
Peshata;Hra na doktora;Povltavské pivény;beer
Peshata;Hra na doktora;Povltavské pivény;alcohol
Peshata;Hra na doktora;Vítej brachu na potlachu;alcohol
Peshata;Hra na doktora;Záhada beer witch;beer
Peshata;Svět za sifonem;Hilda;alcohol
Peshata;Svět za sifonem;Pohádka o zlých nohách;durman
Peshata;Ze života zvířat;Konec idylky u rybníka;alcohol
Peshata;Ze života zvířat;Vypitá chobotnice;alcohol
Peshata;Ze života zvířat;Vypitá chobotnice;beer
Peshata;Zvířátka nemohou zasadit kouzelný strom;Drůbeží teror;pills
Peshata;Zvířátka nemohou zasadit kouzelný strom;Kterak se sloni utopili;alcohol
Peshata;Zvířátka nemohou zasadit kouzelný strom;Štěňata;beer
Peshata;Zvířátka nemohou zasadit kouzelný strom;Titanik;whisky
Peshata;Zvířátka nemohou zasadit kouzelný strom;Titanik;alcohol
Peshata;Zvířátka nemohou zasadit kouzelný strom;Zimní spánek;wine
Peshata;Zvířátka nemohou zasadit kouzelný strom;Zimní spánek;alcohol
Peshata;Zvířátka nemohou zasadit kouzelný strom;Zimní spánek;Rohypnol
Peshata;Zvířátka nemohou zasadit kouzelný strom;Zrada pivovarských koní;alcohol
Pipes and Pints;Found & Lost;Blackhearted Doubts;pills
Pipes and Pints;Found & Lost;Blackhearted Doubts;alcohol
Pipes and Pints;Found & Lost;Calling Me;alcohol
Pipes and Pints;Found & Lost;Calling Me;pills
Pipes and Pints;Found & Lost;Fear Is Just a Feeling;alcohol
Pipes and Pints;Found & Lost;Her Life and Thoughts;pills
Pipes and Pints;Found & Lost;Her Life and Thoughts;drugs
Pipes and Pints;Found & Lost;Never Let You Down;alcohol
Pipes and Pints;Punkrock With Highland Bagpipes;Kensington Club;alcohol
Pipes and Pints;Punkrock With Highland Bagpipes;Pipes and Pints;alcohol
Pipes and Pints;Until We Die;All I Know;drugs
Pipes and Pints;Until We Die;Kensington Club;alcohol
Plexis;Best Of;Calambre;alcohol
Plexis;Best Of;Calambre;tequila
Plexis;Best Of;Calambre;beer
Plexis;Best Of;Leica;alcohol
Plexis;Best Of;My pijeme pivo;beer
Plexis;Best Of;Pidilidi;alcohol
Plexis;Best Of;Svět jsou báry;alcohol
Plexis;Best Of;To se stava;alcohol
Plexis;Best Of;To se stava;weed
Plexis;III.;Radost;alcohol
Plexis;III.;Radost;weed
Plexis;Kašpar v nesnázích;Duch v láhvi;alcohol
Plexis;Kašpar v nesnázích;Duch v láhvi;rum
Plexis;Kašpar v nesnázích;Kapka naděje;alcohol
Plexis;Kašpar v nesnázích;Převozník bez pětníku;alcohol
Plexis;Kašpar v nesnázích;Převozník bez pětníku;drugs
Plexis;Live 1985;Radka;smoking
Plexis;Půlnoční rebel;Lepší se smát;alcohol
Plexis;Půlnoční rebel;Maniak;alcohol
Plexis;Půlnoční rebel;Maniak;cigarettes
Plexis;Půlnoční rebel;Nephilim;alcohol
Plexis;Půlnoční rebel;Nephilim;cigarettes
Plexis;Půlnoční rebel;Nephilim;weed
Plexis;Půlnoční rebel;Svět jsou báry;alcohol
Plexis;To;Nevadí;weed
Plexis;To;Nikdo nic neví;drugs
Plexis;To;Probuzení;weed
Plexis;To;Probuzení;alcohol
Plexis;To;Spek;weed
Plexis;To;Spek;marijuana
Plexis;To;Tra la la song;weed
Plexis;Už mi to kroutí nohy;Calambre;wine
Plexis;Už mi to kroutí nohy;Calambre;vodka
Plexis;Už mi to kroutí nohy;Calambre;tequila
Plexis;Už mi to kroutí nohy;Calambre;alcohol
Plexis;Už mi to kroutí nohy;Calambre;soda
Plexis;Už mi to kroutí nohy;Góóól;alcohol
Plexis;Už mi to kroutí nohy;Marihuáš;marijuana
Plexis;Už mi to kroutí nohy;Pidilidi;beer
Plexis;Už mi to kroutí nohy;Sousedi;alcohol
Plexis;Vohul to;Blues starýho strejdy;alcohol
Plexis;Vohul to;Blues starýho strejdy;beer
Plexis;Vohul to;Černý vrány;alcohol
Plexis;Vohul to;Krize;alcohol
Plexis;Vohul to;Mezi cvoky;vodku
Plexis;Vohul to;Sobec;alcohol
Plexis;Vohul to;Sobec;weed
Plexis;Vohul to;Zkažený zuby;wine
Plexis;Vohul to;Zkažený zuby;weed
Plexis;White Killer;Leica;alcohol
Plexis;White Killer;Nekonečnej mejdan;tequila
Plexis;White Killer;Nekonečnej mejdan;cigarettes
Plexis;White Killer;To se stava;alcohol
Plexis;White Killer;White Killer;alcohol
Poletíme?;Chce to hit!;Auto, co veze ovci;beer
Poletíme?;Chce to hit!;Chce to hit!;alcohol
Poletíme?;Chce to hit!;Čokoládová víla;alcohol
Poletíme?;Chce to hit!;Drápy;rum
Poletíme?;Chce to hit!;Drápy;beer
Poletíme?;Chce to hit!;Dřevěný, železný, kamenný;alcohol
Poletíme?;Chce to hit!;Pojď se mnou, lásko má;cigarettes
Poletíme?;Chce to hit!;Pojď se mnou, lásko má;alcohol
Poletíme?;Chce to hit!;Tři kámošky psycholožky;alcohol
Poletíme?;Chce to hit!;Tři kámošky psycholožky;weed
Poletíme?;Chce to hit!;White Trash;beer
Poletíme?;Chce to hit!;White Trash;alcohol
Poletíme?;Jednoduché písničky o složitém životě;Biologické hodiny;alcohol
Poletíme?;Jednoduché písničky o složitém životě;Chlastáme na festivalu;beer
Poletíme?;Jednoduché písničky o složitém životě;Chlastáme na festivalu;vodka
Poletíme?;Jednoduché písničky o složitém životě;Chlastáme na festivalu;rum
Poletíme?;Jednoduché písničky o složitém životě;Když se dva opijí;alcohol
Poletíme?;Jednoduché písničky o složitém životě;Má milá, má milá;alcohol
Poletíme?;Jednoduché písničky o složitém životě;Popelářská;rum
Poletíme?;Jednoduché písničky o složitém životě;Rezatá kotva;alcohol
Poletíme?;Jednoduché písničky o složitém životě;Smutný příběh;alcohol
Poletíme?;Jednoduché písničky o složitém životě;Soutěž;alcohol
Poletíme?;Kroskántry;Autistický bratr;alcohol
Poletíme?;Kroskántry;Autistický bratr;weed
Poletíme?;Kroskántry;Holky pitomý;rum
Poletíme?;Kroskántry;Holky pitomý;alcohol
Poletíme?;Kroskántry;Kus železa;alcohol
Poletíme?;Kroskántry;Kus železa;whiskey
Poletíme?;Kroskántry;Kus železa;beer
Poletíme?;Kroskántry;Lev;alcohol
Poletíme?;Kroskántry;Muž neviditelný;cigarettes
Poletíme?;Kroskántry;Pepův happyend;beer
Poletíme?;Kroskántry;Pepův happyend;alcohol
Poletíme?;Skupina dobře vypadajících mužů;Amore é mare;rum
Poletíme?;Skupina dobře vypadajících mužů;Když se dva opijí;alcohol
Poletíme?;Skupina dobře vypadajících mužů;Mám depresi rád;beer
Poletíme?;Skupina dobře vypadajících mužů;Mám depresi rád;rum
Poletíme?;Skupina dobře vypadajících mužů;SMSky;alcohol
Poletíme?;Skupina dobře vypadajících mužů;SMSky;wine
Poletíme?;Skupina dobře vypadajících mužů;Zlej chlapeček;alcohol
Poletíme?;Turbošansón;Černá Hana;beer
Poletíme?;Turbošansón;Černá Hana;alcohol
Poletíme?;Turbošansón;Džeksn;alcohol
Poletíme?;Turbošansón;Moje poslední vůle;alcohol
Poletíme?;Turbošansón;Postel;alcohol
Požár mlýna;Good Years 1990-1992;Aprílové Limeriky;alcohol
Požár mlýna;Good Years 1990-1992;Halušky z chlastu;alcohol
Požár mlýna;Good Years 1990-1992;Naše mámy;alcohol
Požár mlýna;Good Years 1990-1992;Vošklivej;alcohol
Požár mlýna;Pardálí slzy růžových námořníků;Halušky z chlastu;alcohol
Požár mlýna;Pardálí slzy růžových námořníků;Naše mámy;alcohol
Požár mlýna;Pomsta mrtvých námořníků;Naše mámy;alcohol
Požár mlýna;Růžová krinolína;Trhlá Píseň O Vinárně Jadran;alcohol
Požár mlýna;Točte se pardálové;Aprílové Limeriky;alcohol
Požár mlýna;Točte se pardálové;Aprílové Limeriky;weed
Požár mlýna;Točte se pardálové;Halušky z chlastu;alcohol
Punk Floid;...a tak my si tady žijem;A tak my si tady žijem;alcohol
Punk Floid;...a tak my si tady žijem;Narvaní II;alcohol
Punk Floid;...a tak my si tady žijem;Narvaní II;weed
Punk Floid;...a tak my si tady žijem;Pivní křeč;beer
Punk Floid;...a tak my si tady žijem;Přelet nad kukaččím hnízdem;pills
Punk Floid;...a tak my si tady žijem;Půlnoční můza;vodka
Punk Floid;...a tak my si tady žijem;Punkomanie;beer
Punk Floid;...a tak my si tady žijem;Rock and roll ZOO;beer
Punk Floid;...a tak my si tady žijem;Rock and roll ZOO;pivo
Punk Floid;...a tak my si tady žijem;Sirény;weed
Punk Floid;...a tak my si tady žijem;Sirény;alcohol
Punk Floid;...a tak my si tady žijem;Speedové;beer
Punk Floid;...a tak my si tady žijem;Speedové;weed
Punk Floid;...a tak my si tady žijem;Speedové;cocaine
Punk Floid;...a tak my si tady žijem;V krvi;alcohol
Punk Floid;...a tak my si tady žijem;Zase příště;drink
Punk Floid;...a tak my si tady žijem;Zase příště;alcohol
Punk Floid;Blbouni z východu;A pak se z toho neposer;beer
Punk Floid;Blbouni z východu;A pak se z toho neposer;alcohol
Punk Floid;Blbouni z východu;Má jí šedou;alcohol
Punk Floid;Blbouni z východu;Óda na radost;alcohol
Punk Floid;Pop is dead;Dealerská;weed
Punk Floid;Pop is dead;Dealerská;marijuana
Punk Floid;Pop is dead;Dealerská;heroin
Punk Floid;Pop is dead;Dealerská;cocaine
Punk Floid;Pop is dead;Dealerská;meth
Punk Floid;Pop is dead;FAMILIA;alcohol
Punk Floid;Pop is dead;FAMILIA;wine
Punk Floid;Pop is dead;KOKRHÝL;alka
Punk Floid;Pop is dead;RAMONES;alcohol
Punk Floid;Pop is dead;S MEDVĚDAMA NA OSADĚ;alcohol
Punk Floid;Pop is dead;S MEDVĚDAMA NA OSADĚ;weed
Punk Floid;Pop is dead;TĚLO;alcohol
Punk Floid;Promo;Sirény;alcohol
Punk Floid;Promo;Sirény;weed
Punk Floid;Split 2010 (split w/ Houba);Houba - Bodujem;alcohol
Punk Floid;Split 2010 (split w/ Houba);Houba - Bodujem;weed
Punk Floid;Split 2010 (split w/ Houba);Houba - Lampy;alcohol
Punk Floid;Tvůj boj;Ajéé;alcohol
Punk Floid;Tvůj boj;Ajéé;vodka
Punk Floid;Tvůj boj;Cirhoza pečene;alcohol
Punk Floid;Tvůj boj;Lih ze sliv;alcohol
Punk Floid;Tvůj boj;Na pokraji komatu;beer
Punk Floid;Tvůj boj;Na pokraji komatu;alcohol
Punk Floid;Tvůj boj;Óda na gyros;alcohol
Punk Floid;Tvůj boj;Óda na gyros;vodka
Punk Floid;Tvůj boj;OSA Nostra;alcohol
Punk Floid;Tvůj boj;Tvůj boj;weed
Punk Floid;Tvůj boj;Tvůj boj;marijuana
Punk Floid;Tvůj boj;Tvůj boj;alcohol
Punk Floid;Underground;Jen tak light;alcohol
Punk Floid;Underground;Jen tak light;cigarettes
Punk Floid;Underground;Nafukovací;alcohol
Punk Floid;Underground;Včerejší noc;alcohol
Šanov 1;Acid Mouse;Barvy;weed
Šanov 1;Acid Mouse;Barvy;alcohol
Šanov 1;Acid Mouse;Nebudem;alcohol
Šanov 1;Acid Mouse;Nebudem;weed
Šanov 1;Acid Mouse;Nebudem;marijuana
Šanov 1;Acid Mouse;Nebudem;pills
Šanov 1;Acid Mouse;Svět na prodej;weed
Šanov 1;Eso 55 - Čágo Lágo Magoři!!!;Jožin Z Bažin;alcohol
Šanov 1;On The Shit;Šlem;vodka
Šanov 1;On The Shit;Šlem;alcohol
Šanov 1;Osmá Renesance;Alláhovy Rychlé Šípy;alcohol
Šanov 1;Poslední Svět;Frančesko;alcohol
Šanov 1;Poslední Svět;Nastal Čas;alcohol
Šanov 1;Poslední Svět;Zlatý Voči;alcohol
Šanov 1;Stejný Krysy Jako Kdysi;Sex Po Telefonu;alcohol
Šanov 1;Stejný Krysy Jako Kdysi;Světa lék;weed
Sex Deviants;Cesta do očí;Revolution;alcohol
Sex Deviants;Obrázky všedních zpráv;Jeleni;rum
Sex Deviants;Obrázky všedních zpráv;Lásko neodcházej;cigarettes
Sex Deviants;Pozpátku;Dvakrát jsem žil;whiskey
Sex Deviants;Pozpátku;Gaponěnko;alcohol
Sex Deviants;Punkémon;Chlastej v ochranné přilbě;alcohol
Sex Deviants;Punkémon;Jaro;rum
Sex Deviants;Punkémon;Smotanec;weed
S.P.S.;Adios, kamarádi pankáči;Adios;alcohol
S.P.S.;Adios, kamarádi pankáči;Globalizační;alcohol
S.P.S.;Adios, kamarádi pankáči;Je Tu Vůbec Někdo?;alcohol
S.P.S.;Adios, kamarádi pankáči;Je Tu Vůbec Někdo?;weed
S.P.S.;Adios, kamarádi pankáči;Je Tu Vůbec Někdo?;cigarettes
S.P.S.;Adios, kamarádi pankáči;Pro Páska;beer
S.P.S.;Adios, kamarádi pankáči;Pro Páska;alcohol
S.P.S.;Adios, kamarádi pankáči;Tak Vole;alcohol
S.P.S.;Adios, kamarádi pankáči;Velký Bratr;alcohol
S.P.S.;Adios, kamarádi pankáči;Vršovickej Voříšek;alcohol
S.P.S.;Collection;Fotbalová II.;beer
S.P.S.;Collection;Fotbalová II.;alcohol
S.P.S.;Collection;Hořčice;alcohol
S.P.S.;Collection;Jako kdysi;cigarettes
S.P.S.;Collection;Jako kdysi;alcohol
S.P.S.;Collection;Jsme v hajzlu;alcohol
S.P.S.;Collection;Made in ČSFR;alcohol
S.P.S.;Collection;Made in ČSFR;cigarettes
S.P.S.;Collection;Máma;beer
S.P.S.;Collection;Nevěř;alcohol
S.P.S.;Collection;Terasy;beer
S.P.S.;God save the president;Déšť;alcohol
S.P.S.;God save the president;Déšť;weed
S.P.S.;God save the president;Great Terasy schweine;beer
S.P.S.;God save the president;Great Terasy schweine;alcohol
S.P.S.;God save the president;Jako kdysi;cigarettes
S.P.S.;God save the president;Játra;alcohol
S.P.S.;Jsme v hajzlu;Hospoda;alcohol
S.P.S.;Jsme v hajzlu;Jsme v hajzlu;alcohol
S.P.S.;Jsme v hajzlu;Máma;beer
S.P.S.;Jsme v hajzlu;Pomatená;alcohol
S.P.S.;Jsme v hajzlu;Táhni pryč;alcohol
S.P.S.;Jsme v hajzlu;Táhni pryč;wine
S.P.S.;Live 2003;Great Terasy...;beer
S.P.S.;Live 2003;Jsme v hajzlu;chlastat
S.P.S.;Live 2003;Made in ČSFR;beer
S.P.S.;Live 2003;Made in ČSFR;alcohol
S.P.S.;Live 2003;Made in ČSFR;cigarettes
S.P.S.;Live 2003;Made in ČSFR;smoking
S.P.S.;Live 2003;Máma;beer
S.P.S.;Odplata;Máma;beer
S.P.S.;Podivný dědictví;Made in ČSFR;alcohol
S.P.S.;Podivný dědictví;Made in ČSFR;nicotine
S.P.S.;Podivný dědictví;Máš dost;alcohol
S.P.S.;Podivný dědictví;Prachy;beer
S.P.S.;Podivný dědictví;Tak se sbal;beer
S.P.S.;Podivný dědictví;Terasy;beer
S.P.S.;Před popravčí četou;Dostat šanci;alcohol
S.P.S.;Před popravčí četou;Pivo;beer
S.P.S.;Před popravčí četou;Praha;alcohol
S.P.S.;Před popravčí četou;Realita;alcohol
S.P.S.;Před popravčí četou;Tak to jsme my;alcohol
S.P.S.;Před popravčí četou;V kleci;alcohol
S.P.S.;Singly 2012-2018;Connie Ramone;wine
S.P.S.;Singly 2012-2018;Křídla;alcohol
S.P.S.;Století chaosu;Armysong;cigarettes
S.P.S.;Století chaosu;Chuligán;cigarettes
S.P.S.;Století chaosu;Mrtvý město;meth
S.P.S.;Století chaosu;Naše vláda;alcohol
S.P.S.;Století chaosu;Poslední;drugs
S.P.S.;Století chaosu;Poslední;pills
S.P.S.;Století chaosu;Století chaosu;alcohol
S.P.S.;The great Terasy schweine;Great Terasy schweine;beer
S.P.S.;The great Terasy schweine;Great Terasy schweine;alcohol
S.P.S.;The great Terasy schweine;Máš dost;alcohol
S.P.S.;The great Terasy schweine;Prachy;beer
S.P.S.;Útěk z reality;Denní menu;beer
S.P.S.;Útěk z reality;Ekologická (Exhalace II);alcohol
S.P.S.;Útěk z reality;O víně;wine
S.P.S.;Útěk z reality;Plná zlosti;alcohol
S.P.S.;Útěk z reality;Útěk z reality;alcohol
S.P.S.;Útěk z reality;V ulicích;alcohol
Telex;«Belgium… One Point» (The (almost) Integral Telex 1978-1993);Drama Drama;alcohol
Telex;«Belgium… One Point» (The (almost) Integral Telex 1978-1993);Moskow Diskow;alcohol
Telex;I Don't Like Remixes (Original Classics 78-86);Moskow Diskow;alcohol
Telex;Is Release A Humour? ~We Love Telex~;Moskow Diskow;alcohol
Telex;Les Rythmes Automatiques;Moskow Diskow;alcohol
Telex;Looking For Saint-Tropez;Moskow Diskow;alcohol
Telex;Looking For St. Tropez;Moskow Diskow;alcohol
Telex;More Than Distance;Moskow Diskow;alcohol
Telex;Sex;Drama Drama;alcohol
Telex;Telex;Drama Drama;alcohol
Telex;Telex;Moskow Diskow;alcohol
Telex;TELEX EP2;Tour De France;alcohol
Telex;This Is Telex;Drama Drama;alcohol
Telex;This Is Telex;Moskow Diskow;alcohol
Telex;Ultimate Best Of;Moskow Diskow;alcohol
The Fialky;Best of 15 let (co krok, to punkrock!);Je Víkend;alcohol
The Fialky;Best of 15 let (co krok, to punkrock!);Praha Hoří;gramce
The Fialky;Best of 15 let (co krok, to punkrock!);Punk 77;alcohol
The Fialky;Best of 15 let (co krok, to punkrock!);This Is England;beer
The Fialky;Ep 2010;Herečka;alcohol
The Fialky;Je Ti to málo;Je Ti To Málo;alcohol
The Fialky;Je Ti to málo;Košile;alcohol
The Fialky;Je Ti to málo;Počernice Story;beer
The Fialky;Je Ti to málo;Pod Tlakem;weed
The Fialky;Je Ti to málo;Pod Tlakem;alcohol
The Fialky;Je Ti to málo;Věci Co Vlastní Tebe;weed
The Fialky;Je Ti to málo;Věci Co Vlastní Tebe;pills
The Fialky;Kapitán 77;Backstage Pass;pivo
The Fialky;Kapitán 77;Kámoš Potřebuje Pomoc;pills
The Fialky;Kapitán 77;Poslední Prázdniny;wine
The Fialky;Kapitán 77;Praha Hoří;alcohol
The Fialky;Kapitán 77;S Tebou;beer
The Fialky;Kapitán 77;S Tebou;alcohol
The Fialky;Kapitán 77;Sociální Síť;alcohol
The Fialky;Kapitán 77;Svět;alcohol
The Fialky;Kapitán 77;Ty To Zvládneš;alcohol
The Fialky;Nezlob;Miluju když;alcohol
The Fialky;Nezlob;Pomeranč;tequila
The Fialky;Nezlob;Probuzení;alcohol
The Fialky;Nezlob;Sme Odepsaný;alcohol
The Fialky;Nezlob;Tak To Chodí;wine
The Fialky;Nezlob;Tak To Chodí;beer
The Fialky;No School;Love Kills;weed
The Fialky;No School;Love Kills;alcohol
The Fialky;No School;This Is England;beer
The Fialky;O něco jde...;Pivo-net;beer
The Fialky;O něco jde...;Sežeň míru;tequila
The Fialky;O něco jde...;Sežeň míru;alcohol
The Fialky;O něco jde...;Sežeň míru;beer
The Fialky;O něco jde...;Sežeň míru;vodka
The Fialky;O něco jde...;Televize;alcohol
The Fialky;Průser;Punk 77;beer
The Fialky;Punk rock rádio;Až se ti podaří;alcohol
The Fialky;Punk rock rádio;Chřipka;alcohol
The Fialky;Punk rock rádio;Chřipka;weed
The Fialky;Punk rock rádio;Hála;wine
The Fialky;Punk rock rádio;Hála;alcohol
The Fialky;Punk rock rádio;Lidi to chtěj;alcohol
The Fialky;Punk rock rádio;Mighty sounds song;beer
The Fialky;Punk rock rádio;Přes 30;alcohol
The Fialky;Punk rock rádio;Švestky;alcohol
The Fialky;Šance;Je To Pryč;beer
The Fialky;Šance;Je Víkend;alcohol
The Fialky;Šance;Je Víkend;beer
The Fialky;Šance;Rum A Kola;rum
The Fialky;Šance;Šance;alcohol
The Fialky;Starý demáče;Miluju když;alcohol
The Fialky;Starý demáče;Pomeranč;tequila
The Fialky;Starý demáče;Pomeranč;alcohol
The Fialky;Starý demáče;Sežeň míru;tequila
The Fialky;Starý demáče;Sežeň míru;beer
The Fialky;Starý demáče;Sežeň míru;vodka
Totální nasazení;25 Let Černobílý Svět;AustralSka;whisky
Totální nasazení;25 Let Černobílý Svět;Činčila;alcohol
Totální nasazení;25 Let Černobílý Svět;Don Quijote de la Ganja;weed
Totální nasazení;25 Let Černobílý Svět;Don Quijote de la Ganja;marijuana
Totální nasazení;25 Let Černobílý Svět;Don Quijote de la Ganja;alcohol
