band;album;song;source;word;count;aggregated_word
Elektrïck Mann;Kokar pičkan;Kokain;static;kurv;3;fuck
Elektrïck Mann;Kokar pičkan;Kokain;llm;fuck;;fuck
Elektrïck Mann;Kokar pičkan;Kokain;llm;shit;;shit
Elektrïck Mann;Kokar pičkan;Kokain;llm;bastard;;bastard
Elektrïck Mann;Kokar pičkan;Kokar Pičkan;llm;pičkan;;asshole
Elektrïck Mann;Kokar pičkan;Mám Dobrý Nápad;static;kurv;2;fuck
Elektrïck Mann;Kokar pičkan;Mám Dobrý Nápad;static;prdel;1;asshole
Elektrïck Mann;Kokar pičkan;Mám Dobrý Nápad;llm;fuck;;fuck
Elektrïck Mann;Kokar pičkan;Mám Dobrý Nápad;llm;bitch;;bitch
Elektrïck Mann;Kokar pičkan;Mám Dobrý Nápad;llm;hell;;damn
Elektrïck Mann;Kokar pičkan;Mám Dobrý Nápad;llm;crap;;shit
Elektrïck Mann;Kokar pičkan;Máma;llm;pičkan;;asshole
Elektrïck Mann;Kokar pičkan;Na Držku Padám;static;píč;1;asshole
Elektrïck Mann;Kokar pičkan;Na Držku Padám;static;čur;1;asshole
Elektrïck Mann;Kokar pičkan;Na Držku Padám;llm;fuck;;fuck
Elektrïck Mann;Kokar pičkan;Na Držku Padám;llm;shit;;shit
Elektrïck Mann;Kokar pičkan;Na Držku Padám;llm;bitch;;bitch
Elektrïck Mann;Kokar pičkan;Nájemní Vrazi;static;sra;1;shit
Elektrïck Mann;Kokar pičkan;Nájemní Vrazi;static;kurv;5;fuck
Elektrïck Mann;Kokar pičkan;Nájemní Vrazi;llm;fuck;;fuck
Elektrïck Mann;Kokar pičkan;Nájemní Vrazi;llm;shit;;shit
Elektrïck Mann;Kokar pičkan;Nájemní Vrazi;llm;bastard;;bastard
Elektrïck Mann;Kokar pičkan;Nájemní Vrazi;llm;damn;;damn
Elektrïck Mann;Kokar pičkan;Nájemní Vrazi;llm;hell;;damn
Elektrïck Mann;Kokar pičkan;Papén;static;kurv;3;fuck
Elektrïck Mann;Kokar pičkan;Papén;static;hajzl;1;asshole
Elektrïck Mann;Kokar pičkan;Papén;static;pic;1;asshole
Elektrïck Mann;Kokar pičkan;Papén;llm;kurva;;fuck
Elektrïck Mann;Kokar pičkan;Papén;llm;kurva;;fuck
Elektrïck Mann;Kokar pičkan;Papén;llm;hajzlu;;asshole
Elektrïck Mann;Kokar pičkan;Papén;llm;sere;;shit
Elektrïck Mann;Kundodrom;Hey Vole;static;kurv;6;fuck
Elektrïck Mann;Kundodrom;Hey Vole;static;hajzl;1;asshole
Elektrïck Mann;Kundodrom;Hey Vole;llm;kurva;;fuck
Elektrïck Mann;Kundodrom;Hey Vole;llm;fuck;;fuck
Elektrïck Mann;Kundodrom;Hey Vole;llm;shit;;shit
Elektrïck Mann;Kundodrom;Rande;static;kurv;1;fuck
Elektrïck Mann;Kundodrom;Rande;static;prdel;1;asshole
Elektrïck Mann;Kundodrom;Rande;static;hovn;1;shit
Elektrïck Mann;Kundodrom;Rande;llm;fuck;;fuck
Elektrïck Mann;Kundodrom;Rande;llm;shit;;shit
Elektrïck Mann;Kundodrom;Rande;llm;bitch;;bitch
Elektrïck Mann;Kundodrom;Rande;llm;damn;;damn
Elektrïck Mann;Kundodrom;Rande;llm;hell;;damn
Elektrïck Mann;Kundodrom;Rande;llm;crap;;shit
Elektrïck Mann;Kundodrom;Rande;llm;asshole;;asshole
Elektrïck Mann;Kundodrom;Tik Tak;static;prdel;2;asshole
Elektrïck Mann;Kundodrom;Tik Tak;static;čur;1;asshole
Elektrïck Mann;Kundodrom;Tik Tak;static;kurv;3;fuck
Elektrïck Mann;Kundodrom;Tik Tak;static;svin;1;bitch
Elektrïck Mann;Kundodrom;Tik Tak;llm;fuck;;fuck
Elektrïck Mann;Kundodrom;Tik Tak;llm;shit;;shit
Elektrïck Mann;Kundodrom;Tik Tak;llm;bitch;;bitch
Elektrïck Mann;Kundodrom;Tik Tak;llm;asshole;;asshole
Elektrïck Mann;Kundodrom;Tik Tak;llm;bastard;;bastard
Elektrïck Mann;Kundodrom;Tik Tak;llm;damn;;damn
Elektrïck Mann;Kundodrom;Tik Tak;llm;hell;;damn
Elektrïck Mann;Zhorovy Streety;Gynekolog;static;kurv;2;fuck
Elektrïck Mann;Zhorovy Streety;Gynekolog;llm;fuck;;fuck
Elektrïck Mann;Zhorovy Streety;Gynekolog;llm;curse;;other
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;static;prdel;4;asshole
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;static;sra;3;shit
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;fuck;;fuck
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;shit;;shit
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;asshole;;asshole
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;damn;;damn
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;hell;;damn
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;crap;;shit
Elektrïck Mann;Zhorovy Streety;Jahodové Koláčky;llm;cunt;;asshole
Elektrïck Mann;Zhorovy Streety;Lezba;static;kurv;2;fuck
Elektrïck Mann;Zhorovy Streety;Lezba;llm;kurva;;fuck
Elektrïck Mann;Zhorovy Streety;Lezba;llm;fotr;;other
Elektrïck Mann;Zhorovy Streety;Lezba;llm;piči;;asshole
Elektrïck Mann;Zhorovy Streety;Úvod;llm;fuck;;fuck
Elektrïck Mann;Zhorovy Streety;Úvod;llm;shit;;shit
Elektrïck Mann;Zhorovy Streety;V Neděli Se Nedělá;static;kurv;4;fuck
Elektrïck Mann;Zhorovy Streety;V Neděli Se Nedělá;llm;kurva;;fuck
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;static;shit;1;shit
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;static;kurv;2;fuck
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;static;sra;1;shit
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;llm;kurva;;fuck
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;llm;shit;;shit
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;llm;sračku;;shit
Elektrïck Mann;Zhorovy Streety;Včera Jsem Byl Na Piku;llm;stračku;;other
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;static;kurv;2;fuck
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;static;sra;1;shit
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;llm;fuck;;fuck
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;llm;shit;;shit
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;llm;bitch;;bitch
Elektrïck Mann;Zhorovy Streety;Vítá Vás Ice-B;llm;asshole;;asshole
Houba;...ať von zacvrč!;...ať von zacvrč!;llm;fuck;;fuck
Houba;...ať von zacvrč!;Bomba;llm;fuck;;fuck
Houba;...ať von zacvrč!;Bomba;llm;shit;;shit
Houba;...ať von zacvrč!;Hledáte dokonalost;static;svin;1;bitch
Houba;...ať von zacvrč!;Hledáte dokonalost;llm;shit;;shit
Houba;...ať von zacvrč!;Husáke;llm;fuck;;fuck
Houba;...ať von zacvrč!;Husáke;llm;shit;;shit
Houba;...ať von zacvrč!;Husáke;llm;bastard;;bastard
Houba;...ať von zacvrč!;Otázky;llm;srát;;shit
Houba;...ať von zacvrč!;Tady mě máš;static;ass;1;asshole
Houba;...ať von zacvrč!;Vodácká 1-3;llm;damn;;damn
Houba;Fičící pes;Automat na kecy;llm;kecy;;other
Houba;Fičící pes;Hospoda;llm;fuck;;fuck
Houba;Fičící pes;Hospoda;llm;shit;;shit
Houba;Fičící pes;Konec světa;static;prdel;1;asshole
Houba;Fičící pes;Konec světa;static;sra;1;shit
Houba;Fičící pes;Konec světa;llm;fuck;;fuck
Houba;Fičící pes;Konec světa;llm;shit;;shit
Houba;Fičící pes;Konec světa;llm;prdel;;asshole
Houba;Fičící pes;Radosti života;llm;fuck;;fuck
Houba;Fičící pes;Radosti života;llm;shit;;shit
Houba;Fičící pes;Svoboda;static;svin;1;bitch
Houba;Fičící pes;Svoboda;llm;svinstvo;;bitch
Houba;Hnus fialovej;Chlívek;static;kráv;4;bitch
Houba;Hnus fialovej;Chlívek;llm;fuck;;fuck
Houba;Hnus fialovej;Chlívek;llm;shit;;shit
Houba;Hnus fialovej;Chlívek;llm;bitch;;bitch
Houba;Hnus fialovej;Chlívek;llm;asshole;;asshole
Houba;Hnus fialovej;Chlívek;llm;bastard;;bastard
Houba;Hnus fialovej;Chlívek;llm;damn;;damn
Houba;Hnus fialovej;Chlívek;llm;hell;;damn
Houba;Hnus fialovej;Chlívek;llm;crap;;shit
Houba;Hnus fialovej;Chlívek;llm;cunt;;asshole
Houba;Hnus fialovej;Chlívek;llm;motherfucker;;fuck
Houba;Hnus fialovej;Outro;static;pic;1;asshole
Houba;Hnus fialovej;Proč;llm;blbejm;;idiot
Houba;Kuře Punk-Pao;Borec;llm;j*be;;fuck
Houba;Kuře Punk-Pao;Pivo piv;static;hajzl;1;asshole
Houba;Kuře Punk-Pao;Princezná;static;ass;1;asshole
Houba;Kuře Punk-Pao;Princezná;llm;fuck;;fuck
Houba;Kuře Punk-Pao;Princezná;llm;shit;;shit
Houba;Kuře Punk-Pao;Princezná;llm;damn;;damn
Houba;Kuře Punk-Pao;S ostatníma stůj;llm;serem;;shit
Houba;Kuře Punk-Pao;Yveta;llm;sakra;;damn
Houba;Kuře Punk-Pao;Yveta;llm;psina;;other
Houba;Kuře Punk-Pao;Yveta;llm;fujtajbl;;disgust
Houba;Kuře Punk-Pao;Yveta;llm;bič;;other
Houba;Kuře Punk-Pao;Zoodědek;llm;sráč;;shit
Houba;Pan Káč;Anti nazi;llm;fuck;;fuck
Houba;Pan Káč;Bonus;static;čur;1;asshole
Houba;Pan Káč;Kapitán;llm;fuck;;fuck
Houba;Pan Káč;Kapitán;llm;shit;;shit
Houba;Pan Káč;Kapitán;llm;damn;;damn
Houba;Pan Káč;Pohoda Lábus;static;pic;2;asshole
Houba;Pan Káč;Pohoda Lábus;llm;fuck;;fuck
Houba;Pan Káč;Policie;static;fuck;1;fuck
Houba;Pan Káč;Policie;llm;fuck;;fuck
Houba;Pan Káč;Sam medvěd;llm;fuck;;fuck
Houba;Pan Káč;Sam medvěd;llm;shit;;shit
Houba;Pan Káč;Sam medvěd;llm;bitch;;bitch
Houba;Pan Káč;Uf, to byla noc;llm;fuck;;fuck
Houba;Pan Káč;Uf, to byla noc;llm;shit;;shit
Houba;Pan Káč;Vekslák;llm;fuck;;fuck
Houba;Pan Káč;Vekslák;llm;shit;;shit
Houba;Pan Káč;Vysmátý divadlo;llm;shit;;shit
Houba;U Šílena Nesersrny;Krajina stínů;llm;fuck;;fuck
Houba;U Šílena Nesersrny;Krajina stínů;llm;shit;;shit
Houba;U Šílena Nesersrny;My to nacvičíme;llm;fuck;;fuck
Houba;U Šílena Nesersrny;Šašek;llm;shit;;shit
Houba;U Šílena Nesersrny;Šašek;llm;fuck;;fuck
Houba;U Šílena Nesersrny;Šašek;llm;damn;;damn
Houba;U Šílena Nesersrny;Sráči;static;sra;1;shit
Houba;U Šílena Nesersrny;Sráči;llm;sráč;;shit
Hubert Macháně;Live in Reichenberg;Buzerák;llm;fuck;;fuck
Hubert Macháně;Live in Reichenberg;Buzerák;llm;shit;;shit
Hubert Macháně;Live in Reichenberg;Hubert Macháně;llm;hergot;;religious
Hubert Macháně;Live in Reichenberg;Kom zu mir for Pekarin;llm;fuck;;fuck
Hubert Macháně;Live in Reichenberg;Kom zu mir for Pekarin;llm;shit;;shit
Hubert Macháně;Live in Reichenberg;Mordbiogest;llm;fuck;;fuck
Hubert Macháně;Live in Reichenberg;Mordbiogest;llm;shit;;shit
Hubert Macháně;Live in Reichenberg;Zpátky do roku 1977;static;pic;1;asshole
Hubert Macháně;Live in Reichenberg;Zpátky do roku 1977;llm;fuck;;fuck
Hubert Macháně;Zazdili nám WC!!;'77;static;pic;1;asshole
Hubert Macháně;Zazdili nám WC!!;'77;llm;fuck;;fuck
Hubert Macháně;Zazdili nám WC!!;Bílej rajón;llm;sakra;;damn
Hubert Macháně;Zazdili nám WC!!;Honza;llm;vůl;;idiot
Hubert Macháně;Zazdili nám WC!!;Hubert Macháně;llm;hergot;;religious
Hubert Macháně;Zazdili nám WC!!;Mordbiogest;llm;shit;;shit
Hubert Macháně;Zazdili nám WC!!;Plnou nádrž, Hansi go!;static;bastard;2;bastard
Hubert Macháně;Zazdili nám WC!!;Plnou nádrž, Hansi go!;llm;bastardi;;bastard
Hubert Macháně;Zazdili nám WC!!;Samba;static;pic;1;asshole
Hubert Macháně;Zazdili nám WC!!;Schizofrénie;llm;fuck;;fuck
Hubert Macháně;Zazdili nám WC!!;Schizofrénie;llm;shit;;shit
Hubert Macháně;Zazdili nám WC!!;Ty máš šíleně zvadlý vnady!;llm;fuck;;fuck
Hubert Macháně;Zazdili nám WC!!;Ty máš šíleně zvadlý vnady!;llm;shit;;shit
Hubert Macháně;Zazdili nám WC!!;Zazdili nám WC;static;sra;2;shit
Hubert Macháně;Zazdili nám WC!!;Zazdili nám WC;llm;sprostej;;other
Hudba Praha;25 pecek;Časy zlý;llm;zatracenej;;religious
Hudba Praha;25 pecek;Máma táta;static;hajzl;1;asshole
Hudba Praha;25 pecek;Máma táta;static;prdel;1;asshole
Hudba Praha;25 pecek;Máma táta;llm;hajzlu;;asshole
Hudba Praha;25 pecek;Máma táta;llm;prdeli;;asshole
Hudba Praha;25 pecek;Pal vocuď;static;hajzl;6;asshole
Hudba Praha;25 pecek;Pal vocuď;llm;fuck;;fuck
Hudba Praha;25 pecek;Špinavý záda;llm;sakra;;damn
Hudba Praha;De generace;Jinej svět;llm;sakra;;damn
Hudba Praha;De generace;Jinej svět;llm;panebože;;religious
Hudba Praha;De generace;Srdeční příběh;llm;ksakru;;damn
Hudba Praha;Hudba Praha;Na Žofíně;llm;sakra;;damn
Hudba Praha;Maelström;Hospoda;static;pic;1;asshole
Hudba Praha;Maelström;Hospoda;llm;fuck;;fuck
Hudba Praha;Maelström;Hospoda;llm;shit;;shit
Hudba Praha;Maelström;Hospoda;llm;damn;;damn
Hudba Praha;Maelström;Hospoda;llm;hell;;damn
Hudba Praha;Maelström;Máma táta;static;hajzl;1;asshole
Hudba Praha;Maelström;Máma táta;static;prdel;1;asshole
Hudba Praha;Maelström;Máma táta;llm;hajzlu;;asshole
Hudba Praha;Maelström;Máma táta;llm;prdeli;;asshole
Hudba Praha;Maelström;Pal vocuď;static;hajzl;6;asshole
Hudba Praha;Maelström;Pal vocuď;llm;hajzle;;asshole
Hudba Praha;Maelström;Proč jsi ho jed?;llm;shit;;shit
Hudba Praha;Maelström;Většinu rán;llm;zatraceně;;damn
Hudba Praha;Maják;Časy zlý;llm;zatracenej;;religious
Hudba Praha;Maják;Mám tu zůstat;llm;ksakru;;damn
Hudba Praha;Nashledanou (Live);Majolenka;llm;fuck;;fuck
Hudba Praha;Nashledanou (Live);Mám tu zůstat nebo jít;llm;ksakru;;damn
Hudba Praha;Nashledanou (Live);Máma táta;static;hajzl;1;asshole
Hudba Praha;Nashledanou (Live);Máma táta;static;prdel;1;asshole
Hudba Praha;Nashledanou (Live);Máma táta;llm;hajzlu;;asshole
Hudba Praha;Nashledanou (Live);Máma táta;llm;prdeli;;asshole
Hudba Praha;Nashledanou (Live);Pal vocuď;static;hajzl;6;asshole
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;fuck;;fuck
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;shit;;shit
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;bitch;;bitch
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;asshole;;asshole
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;bastard;;bastard
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;damn;;damn
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;hell;;damn
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;crap;;shit
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;cunt;;asshole
Hudba Praha;Nashledanou (Live);Pal vocuď;llm;motherfucker;;fuck
Hudba Praha;Nashledanou (Live);Špinavý záda;llm;fuck;;fuck
Hudba Praha;Nashledanou (Live);Špinavý záda;llm;shit;;shit
Hudba Praha;Nashledanou (Live);Většinu rán;llm;zatraceně;;damn
Hudba Praha;Starý pecky (a tak dál...);Máma táta;static;hajzl;1;asshole
Hudba Praha;Starý pecky (a tak dál...);Máma táta;static;prdel;1;asshole
Hudba Praha;Starý pecky (a tak dál...);Máma táta;llm;shit;;shit
Hudba Praha;Starý pecky (a tak dál...);Máma táta;llm;fuck;;fuck
Hudba Praha;Starý pecky (a tak dál...);Máma táta;llm;hell;;damn
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;static;hajzl;6;asshole
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;llm;hajzle;;asshole
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;llm;pal;;other
Hudba Praha;Starý pecky (a tak dál...);Pal vocuď;llm;vocuď;;other
Hudba Praha;Starý pecky (a tak dál...);Ryba Badys;llm;shit;;shit
Hudba Praha;Starý pecky (a tak dál...);Špinavý záda;llm;sakra;;damn
Jaksi Taksi;Egoland;Drž hubu;llm;fuck;;fuck
Jaksi Taksi;Egoland;Odkaz;static;debil;1;bastard
Jaksi Taksi;Egoland;Seriózní vztah;static;sra;1;shit
Jaksi Taksi;Hysterčák;Babka;llm;ble;;other
Jaksi Taksi;Hysterčák;Hnědý rosol;llm;fuck;;fuck
Jaksi Taksi;Hysterčák;Krejzy rokenrol;llm;shit;;shit
Jaksi Taksi;Hysterčák;No Hajzl!;static;hajzl;3;asshole
Jaksi Taksi;Hysterčák;No Hajzl!;static;svin;1;bitch
Jaksi Taksi;Hysterčák;No Hajzl!;static;kurv;1;fuck
Jaksi Taksi;Hysterčák;No Hajzl!;llm;hajzl;;asshole
Jaksi Taksi;Hysterčák;No Hajzl!;llm;kurva;;fuck
Jaksi Taksi;Hysterčák;No Hajzl!;llm;svině;;bitch
Jaksi Taksi;Hysterčák;No Hajzl!;llm;mrcha;;bastard
Jaksi Taksi;Hysterčák;No Hajzl!;llm;děvka;;bitch
Jaksi Taksi;Hysterčák;No Hajzl!;llm;křivý;;other
Jaksi Taksi;Hysterčák;Zase jedem dál;llm;blbe;;idiot
Jaksi Taksi;Hysterčák;Zase jedem dál;llm;blbej;;idiot
Jaksi Taksi;Live 2002;Armáda a punk;llm;seru;;shit
Jaksi Taksi;Live 2002;Britney Piss;static;kurv;1;fuck
Jaksi Taksi;Live 2002;Britney Piss;static;sra;2;shit
Jaksi Taksi;Live 2002;Britney Piss;llm;fuck;;fuck
Jaksi Taksi;Live 2002;Britney Piss;llm;shit;;shit
Jaksi Taksi;Live 2002;Brothers forever;static;sra;1;shit
Jaksi Taksi;Live 2002;Co všechno umím;static;fuck;1;fuck
Jaksi Taksi;Live 2002;Co všechno umím;llm;fuck;;fuck
Jaksi Taksi;Live 2002;Děkujeme vysmahněte;llm;vole;;other
Jaksi Taksi;Live 2002;EU (Evropská utopie);static;prdel;1;asshole
Jaksi Taksi;Live 2002;EU (Evropská utopie);llm;prdele;;asshole
Jaksi Taksi;Live 2002;Hosana bin Ladin;static;píč;1;asshole
Jaksi Taksi;Live 2002;Hosana bin Ladin;static;hovn;1;shit
Jaksi Taksi;Live 2002;Hosana bin Ladin;llm;fuck;;fuck
Jaksi Taksi;Live 2002;Hosana bin Ladin;llm;shit;;shit
Jaksi Taksi;Live 2002;I hate!;llm;fuck;;fuck
Jaksi Taksi;Live 2002;McHovnald´s;static;bastard;1;bastard
Jaksi Taksi;Live 2002;McHovnald´s;static;hovn;4;shit
Jaksi Taksi;Live 2002;McHovnald´s;static;prdel;1;asshole
Jaksi Taksi;Live 2002;McHovnald´s;llm;fuck;;fuck
Jaksi Taksi;Live 2002;McHovnald´s;llm;shit;;shit
Jaksi Taksi;Live 2002;McHovnald´s;llm;bastard;;bastard
Jaksi Taksi;Live 2002;McHovnald´s;llm;damn;;damn
Jaksi Taksi;Live 2002;Moj život;static;hovn;2;shit
Jaksi Taksi;Live 2002;Moj život;llm;fuck;;fuck
Jaksi Taksi;Live 2002;Moj život;llm;shit;;shit
Jaksi Taksi;Live 2002;Pan Tea;llm;fuck;;fuck
Jaksi Taksi;Live 2002;Pan Tea;llm;shit;;shit
Jaksi Taksi;Live 2002;Politická jelita;static;bastard;1;bastard
Jaksi Taksi;Live 2002;Politická jelita;static;kurv;2;fuck
Jaksi Taksi;Live 2002;Politická jelita;llm;fuck;;fuck
Jaksi Taksi;Live 2002;Politická jelita;llm;shit;;shit
Jaksi Taksi;Live 2002;Politická jelita;llm;bastard;;bastard
Jaksi Taksi;Live 2002;Propaganda;static;sra;1;shit
Jaksi Taksi;Málo krve;Bezproblémoví;static;fuck;1;fuck
Jaksi Taksi;Málo krve;Bezproblémoví;static;hovn;1;shit
Jaksi Taksi;Málo krve;Bezproblémoví;llm;fuck;;fuck
Jaksi Taksi;Málo krve;Láska a smrt;static;kurv;1;fuck
Jaksi Taksi;Málo krve;Láska a smrt;llm;kurva;;fuck
Jaksi Taksi;Málo krve;Mluvíme o ničem;static;fuck;1;fuck
Jaksi Taksi;Málo krve;Mluvíme o ničem;llm;fuck;;fuck
Jaksi Taksi;Málo krve;Wingi;static;sra;2;shit
Jaksi Taksi;Málo krve;Wingi;llm;sral;;shit
Jaksi Taksi;Na běžícím pásu;Brothers forever;static;sra;1;shit
Jaksi Taksi;Na běžícím pásu;Děkujeme vysmahněte;llm;vole;;other
Jaksi Taksi;Na běžícím pásu;Hit století;static;hovn;8;shit
Jaksi Taksi;Na běžícím pásu;Hit století;llm;shit;;shit
Jaksi Taksi;Na běžícím pásu;Kdo vlastně jsem;static;kurv;1;fuck
Jaksi Taksi;Na běžícím pásu;Kdo vlastně jsem;llm;kurvy;;fuck
Jaksi Taksi;Na běžícím pásu;Krize;static;sra;1;shit
Jaksi Taksi;Na běžícím pásu;Moj život;static;hovn;2;shit
Jaksi Taksi;Na běžícím pásu;Moj život;llm;fuck;;fuck
Jaksi Taksi;Na běžícím pásu;Moj život;llm;shit;;shit
Jaksi Taksi;Na běžícím pásu;Politická jelita;static;bastard;1;bastard
Jaksi Taksi;Na běžícím pásu;Politická jelita;static;kurv;2;fuck
Jaksi Taksi;Na běžícím pásu;Politická jelita;llm;kurvený;;fuck
Jaksi Taksi;Na běžícím pásu;Politická jelita;llm;bastardi;;bastard
Jaksi Taksi;Na běžícím pásu;Poslední šance;llm;fuck;;fuck
Jaksi Taksi;Na běžícím pásu;Póvl stars;llm;fuck;;fuck
Jaksi Taksi;Na běžícím pásu;Póvl stars;llm;shit;;shit
Jaksi Taksi;Na běžícím pásu;Stará bába;static;sra;1;shit
Jaksi Taksi;Na běžícím pásu;Sváteční;llm;fuck;;fuck
Jaksi Taksi;Na běžícím pásu;Sváteční;llm;shit;;shit
Jaksi Taksi;Na běžícím pásu;Ztracené sny;static;sra;1;shit
Jaksi Taksi;Na běžícím pásu;Ztracené sny;llm;shit;;shit
Jaksi Taksi;Na běžícím pásu;Ztracené sny;llm;damn;;damn
Jaksi Taksi;Na běžícím pásu;Ztracené sny;llm;hell;;damn
Jaksi Taksi;OffLine;Hater;static;sra;1;shit
Jaksi Taksi;OffLine;Hater;static;debil;1;bastard
Jaksi Taksi;OffLine;Hater;llm;shit;;shit
Jaksi Taksi;OffLine;Závěrečná;llm;vůl;;idiot
Jaksi Taksi;On-Line;Co všechno umím;static;fuck;1;fuck
Jaksi Taksi;On-Line;Co všechno umím;llm;fuck;;fuck
Jaksi Taksi;On-Line;Globální;llm;fuck;;fuck
Jaksi Taksi;On-Line;Globální;llm;shit;;shit
Jaksi Taksi;On-Line;Globální;llm;damn;;damn
Jaksi Taksi;On-Line;McHovnald´s;static;bastard;1;bastard
Jaksi Taksi;On-Line;McHovnald´s;static;hovn;4;shit
Jaksi Taksi;On-Line;McHovnald´s;static;prdel;1;asshole
Jaksi Taksi;On-Line;McHovnald´s;llm;hovno;;shit
Jaksi Taksi;On-Line;McHovnald´s;llm;zaserem;;shit
Jaksi Taksi;On-Line;McHovnald´s;llm;prdelí;;asshole
Jaksi Taksi;On-Line;McHovnald´s;llm;sakru;;damn
Jaksi Taksi;On-Line;Pan Tea;llm;fuck;;fuck
Jaksi Taksi;On-Line;Pan Tea;llm;shit;;shit
Jaksi Taksi;On-Line;Pan Tea;llm;bitch;;bitch
Jaksi Taksi;On-Line;Pan Tea;llm;hell;;damn
Jaksi Taksi;On-Line;Pan Tea;llm;bastard;;bastard
Jaksi Taksi;On-Line;Spotřebitel;static;kráv;1;bitch
Jaksi Taksi;On-Line;V pohodě den;static;sra;1;shit
Jaksi Taksi;On-Line;V pohodě den;llm;vysral jsem se;;shit
Jaksi Taksi;Optimista;Posel dobrých zpráv;static;kráv;1;bitch
Jaksi Taksi;Optimista;Posel dobrých zpráv;llm;fuck;;fuck
Jaksi Taksi;Optimista;Posel dobrých zpráv;llm;shit;;shit
Jaksi Taksi;Optimista;Posel dobrých zpráv;llm;damn;;damn
Jaksi Taksi;Optimista;Soutěž;llm;fuck;;fuck
Jaksi Taksi;Optimista;Vyvolený;static;hovn;1;shit
Jaksi Taksi;Optimista;Vyvolený;static;debil;1;bastard
Jaksi Taksi;Optimista;Vyvolený;llm;fuck;;fuck
Jaksi Taksi;Signál;Příchody ( úvod );static;dick;1;asshole
Jaksi Taksi;Signál;Víme svý;static;sra;1;shit
Jaksi Taksi;Signál;Závist ( Blecha II );static;debil;1;bastard
Jaksi Taksi;Signál;Závist ( Blecha II );llm;debil;;bastard
Jaksi Taksi;Uvěř a zaplať!;Armáda a punk;llm;seru;;shit
Jaksi Taksi;Uvěř a zaplať!;Armáda a punk;llm;ksichtu;;other
Jaksi Taksi;Uvěř a zaplať!;EU (Evropská utopie);static;prdel;1;asshole
Jaksi Taksi;Uvěř a zaplať!;EU (Evropská utopie);llm;prdele;;asshole
Jaksi Taksi;Uvěř a zaplať!;I hate!;llm;blbečku;;idiot
Jaksi Taksi;Uvěř a zaplať!;Nedělní;static;hovn;1;shit
Jaksi Taksi;Uvěř a zaplať!;Nedělní;llm;fuck;;fuck
