band;album;song;emotion
Destroyself;Kontrolujou;Hlas Peněz;anger
Destroyself;Kontrolujou;Hlas Peněz;frustration
Destroyself;Kontrolujou;Hlas Peněz;hopelessness
Destroyself;Kontrolujou;Kdo Miluje...;fear
Destroyself;Kontrolujou;Kdo Miluje...;aggression
Destroyself;Kontrolujou;Kdo Miluje...;hopelessness
Destroyself;Kontrolujou;Kontrolujou;anger
Destroyself;Kontrolujou;Kontrolujou;frustration
Destroyself;Kontrolujou;Kontrolujou;hopelessness
Destroyself;Kontrolujou;Kontrolujou;aggression
Destroyself;Kontrolujou;Oběť;anger
Destroyself;Kontrolujou;Oběť;aggression
Destroyself;Kontrolujou;Oběť;fear
Destroyself;Kontrolujou;Oběť;hopelessness
Destroyself;Kontrolujou;Sídliště Šárka;anger
Destroyself;Kontrolujou;Sídliště Šárka;frustration
Destroyself;Kontrolujou;Sídliště Šárka;hopelessness
Destroyself;Kontrolujou;Tenkrát;nostalgia
Destroyself;Kontrolujou;Tenkrát;frustration
Destroyself;Kontrolujou;Tenkrát;confidence
Destroyself;Kontrolujou;Tisíce Rukou;anger
Destroyself;Kontrolujou;Tisíce Rukou;aggression
Destroyself;Kontrolujou;Tisíce Rukou;hopelessness
Destroyself;Kontrolujou;Tisíce Rukou;fear
Destroyself;Kontrolujou;Třeba Se Poštěstí;frustration
Destroyself;Kontrolujou;Třeba Se Poštěstí;hopelessness
Destroyself;Kontrolujou;Třeba Se Poštěstí;irony
Destroyself;Kontrolujou;Úterý;anger
Destroyself;Kontrolujou;Úterý;fear
Destroyself;Kontrolujou;Úterý;frustration
Destroyself;Kontrolujou;Zebry;anger
Destroyself;Kontrolujou;Zebry;frustration
Destroyself;Kontrolujou;Zebry;alienation
Destroyself;Neosymbolic;Čemu říkám klid;anger
Destroyself;Neosymbolic;Čemu říkám klid;sadness
Destroyself;Neosymbolic;Čemu říkám klid;hopelessness
Destroyself;Neosymbolic;Čemu říkám klid;aggression
Destroyself;Neosymbolic;Chlapík Bez Stínu;sadness
Destroyself;Neosymbolic;Chlapík Bez Stínu;hopelessness
Destroyself;Neosymbolic;Chlapík Bez Stínu;fear
Destroyself;Neosymbolic;Chlapík Bez Stínu;anger
Destroyself;Neosymbolic;Chlapík Se Stínem;sadness
Destroyself;Neosymbolic;Chlapík Se Stínem;hopelessness
Destroyself;Neosymbolic;Chlapík Se Stínem;aggression
Destroyself;Neosymbolic;Chlapík Se Stínem;frustration
Destroyself;Neosymbolic;Dým a Čmoud;frustration
Destroyself;Neosymbolic;Dým a Čmoud;hopelessness
Destroyself;Neosymbolic;Dým a Čmoud;sadness
Destroyself;Neosymbolic;Kéž bych Tě našel;sadness
Destroyself;Neosymbolic;Kéž bych Tě našel;frustration
Destroyself;Neosymbolic;Kéž bych Tě našel;hopelessness
Destroyself;Neosymbolic;Max III;anger
Destroyself;Neosymbolic;Max III;aggression
Destroyself;Neosymbolic;Max III;frustration
Destroyself;Neosymbolic;Max III;fear
Destroyself;Neosymbolic;Neosymbolic;fear
Destroyself;Neosymbolic;Neosymbolic;hopelessness
Destroyself;Neosymbolic;Neosymbolic;aggression
Destroyself;Neosymbolic;Neosymbolic;sadness
Destroyself;Neosymbolic;Tuláci Řvou;anger
Destroyself;Neosymbolic;Tuláci Řvou;frustration
Destroyself;Neosymbolic;Tuláci Řvou;hopelessness
Destroyself;Neosymbolic;Včelí milovník;sadness
Destroyself;Neosymbolic;Včelí milovník;frustration
Destroyself;Neosymbolic;Včelí milovník;hopelessness
Destroyself;Neosymbolic;Vyhrát Nejde;frustration
Destroyself;Neosymbolic;Vyhrát Nejde;hopelessness
Destroyself;Neosymbolic;Vyhrát Nejde;fear
Destroyself;Neosymbolic;Vyhrát Nejde;anger
Destroyself;Terrores Magicos;Daleko;anger
Destroyself;Terrores Magicos;Daleko;sadness
Destroyself;Terrores Magicos;Daleko;frustration
Destroyself;Terrores Magicos;Daleko;hopelessness
Destroyself;Terrores Magicos;Daleko;aggression
Destroyself;Terrores Magicos;Řekni Ďáblovi Ne;anger
Destroyself;Terrores Magicos;Řekni Ďáblovi Ne;frustration
Destroyself;Terrores Magicos;Řekni Ďáblovi Ne;hopelessness
Dukla Vozovna;Cvičná jízda;18;anger
Dukla Vozovna;Cvičná jízda;18;frustration
Dukla Vozovna;Cvičná jízda;18;aggression
Dukla Vozovna;Cvičná jízda;Dukla vozovna;anger
Dukla Vozovna;Cvičná jízda;Dukla vozovna;frustration
Dukla Vozovna;Cvičná jízda;Dukla vozovna;joy
Dukla Vozovna;Cvičná jízda;Dukla vozovna;irony
Dukla Vozovna;Cvičná jízda;Hovno;anger
Dukla Vozovna;Cvičná jízda;Hovno;frustration
Dukla Vozovna;Cvičná jízda;Hovno;joy
Dukla Vozovna;Cvičná jízda;Jaký by to bylo;joy
Dukla Vozovna;Cvičná jízda;Jaký by to bylo;frustration
Dukla Vozovna;Cvičná jízda;Kráva;frustration
Dukla Vozovna;Cvičná jízda;Kráva;hopelessness
Dukla Vozovna;Cvičná jízda;Minulost;sadness
Dukla Vozovna;Cvičná jízda;Minulost;nostalgia
Dukla Vozovna;Cvičná jízda;Minulost;frustration
Dukla Vozovna;Cvičná jízda;Proč;anger
Dukla Vozovna;Cvičná jízda;Proč;frustration
Dukla Vozovna;Cvičná jízda;Proč;hopelessness
Dukla Vozovna;Cvičná jízda;Šesnácky;anger
Dukla Vozovna;Cvičná jízda;Šesnácky;frustration
Dukla Vozovna;Cvičná jízda;Šesnácky;fear
Dukla Vozovna;Cvičná jízda;Skákejte lidi;joy
Dukla Vozovna;Cvičná jízda;Skákejte lidi;confidence
Dukla Vozovna;Cvičná jízda;Skákejte lidi;frustration
Dukla Vozovna;Cvičná jízda;Školáci;frustration
Dukla Vozovna;Cvičná jízda;Školáci;anger
Dukla Vozovna;Cvičná jízda;Školáci;aggression
Dukla Vozovna;Cvičná jízda;Trumpety;joy
Dukla Vozovna;Cvičná jízda;Trumpety;frustration
Dukla Vozovna;Cvičná jízda;Trumpety;aggression
Dukla Vozovna;Mistři!;"""16"" (Nechte mě bejt)";frustration
Dukla Vozovna;Mistři!;"""16"" (Nechte mě bejt)";resignation
Dukla Vozovna;Mistři!;"""16"" (Nechte mě bejt)";indifference
Dukla Vozovna;Mistři!;Bijte mě do hlavy;anger
Dukla Vozovna;Mistři!;Bijte mě do hlavy;frustration
Dukla Vozovna;Mistři!;Bijte mě do hlavy;aggression
Dukla Vozovna;Mistři!;Bijte mě do hlavy;sadness
Dukla Vozovna;Mistři!;HomoHory;joy
Dukla Vozovna;Mistři!;HomoHory;frustration
Dukla Vozovna;Mistři!;Hospoda volá;anger
Dukla Vozovna;Mistři!;Hospoda volá;sadness
Dukla Vozovna;Mistři!;Hospoda volá;frustration
Dukla Vozovna;Mistři!;Jako vždycky;joy
Dukla Vozovna;Mistři!;Jako vždycky;frustration
Dukla Vozovna;Mistři!;Jako vždycky;confidence
Dukla Vozovna;Mistři!;Kovi 2;joy
Dukla Vozovna;Mistři!;Kovi 2;nostalgia
Dukla Vozovna;Mistři!;Malý muž;frustration
Dukla Vozovna;Mistři!;Malý muž;hopelessness
Dukla Vozovna;Mistři!;Malý muž;aggression
Dukla Vozovna;Mistři!;Minulost;sadness
Dukla Vozovna;Mistři!;Minulost;nostalgia
Dukla Vozovna;Mistři!;Minulost;frustration
Dukla Vozovna;Mistři!;Nedrbejte špínu;anger
Dukla Vozovna;Mistři!;Nedrbejte špínu;frustration
Dukla Vozovna;Mistři!;Nedrbejte špínu;aggression
Dukla Vozovna;Mistři!;Slepice;frustration
Dukla Vozovna;Mistři!;Slepice;irony
Dukla Vozovna;Mistři!;Slepice;sarcasm
Dukla Vozovna;Mistři!;Tak a tak;sadness
Dukla Vozovna;Mistři!;Tak a tak;frustration
Dukla Vozovna;Mistři!;Tak a tak;hopelessness
Dukla Vozovna;Mistři!;Trpaslíci;irony
Dukla Vozovna;Mistři!;Trpaslíci;sarcasm
Dukla Vozovna;Mistři!;Trpaslíci;boredom
Dukla Vozovna;Mistři!;Už ne;anger
Dukla Vozovna;Mistři!;Už ne;frustration
Dukla Vozovna;Mistři!;Už ne;sadness
Dukla Vozovna;Mistři!;Už ne;hopelessness
Dukla Vozovna;Mistři!;Veselá;frustration
Dukla Vozovna;Mistři!;Veselá;sadness
Dukla Vozovna;Mistři!;Vlak;energy
Dukla Vozovna;Mistři!;Vlak;aggression
Dukla Vozovna;Mistři!;Všechno se změnilo;sadness
Dukla Vozovna;Mistři!;Všechno se změnilo;frustration
Dukla Vozovna;Mistři!;Všechno se změnilo;hopelessness
Dukla Vozovna;Prášek proti smrti;A co má bejt;anger
Dukla Vozovna;Prášek proti smrti;A co má bejt;frustration
Dukla Vozovna;Prášek proti smrti;A co má bejt;hopelessness
Dukla Vozovna;Prášek proti smrti;Dva Němci původem ze Švýcarska;joy
Dukla Vozovna;Prášek proti smrti;Dva Němci původem ze Švýcarska;frustration
Dukla Vozovna;Prášek proti smrti;Jé péčko;anger
Dukla Vozovna;Prášek proti smrti;Jé péčko;frustration
Dukla Vozovna;Prášek proti smrti;Jé péčko;hopelessness
Dukla Vozovna;Prášek proti smrti;Jé péčko;confidence
Dukla Vozovna;Prášek proti smrti;Jé péčko;irony
Dukla Vozovna;Prášek proti smrti;Kapela;joy
Dukla Vozovna;Prášek proti smrti;Kapela;confidence
Dukla Vozovna;Prášek proti smrti;Kapela;frustration
Dukla Vozovna;Prášek proti smrti;Kecičky;anger
Dukla Vozovna;Prášek proti smrti;Kecičky;sadness
Dukla Vozovna;Prášek proti smrti;Kecičky;frustration
Dukla Vozovna;Prášek proti smrti;Lej-dy;frustration
Dukla Vozovna;Prášek proti smrti;Lej-dy;confidence
Dukla Vozovna;Prášek proti smrti;Panáček;frustration
Dukla Vozovna;Prášek proti smrti;Panáček;hopelessness
Dukla Vozovna;Prášek proti smrti;Panáček;aggression
Dukla Vozovna;Prášek proti smrti;Panáček;irony
Dukla Vozovna;Prášek proti smrti;Pulec;anger
Dukla Vozovna;Prášek proti smrti;Pulec;frustration
Dukla Vozovna;Prášek proti smrti;Pulec;sadness
Dukla Vozovna;Prášek proti smrti;Pulec;hopelessness
Dukla Vozovna;Zastávka svět;Bílá paní;joy
Dukla Vozovna;Zastávka svět;Bílá paní;confidence
Dukla Vozovna;Zastávka svět;Bílá vdova;joy
Dukla Vozovna;Zastávka svět;Bílá vdova;confidence
Dukla Vozovna;Zastávka svět;Dechovka;frustration
Dukla Vozovna;Zastávka svět;Dechovka;indifference
Dukla Vozovna;Zastávka svět;Dechovka;confidence
Dukla Vozovna;Zastávka svět;Disko;joy
Dukla Vozovna;Zastávka svět;Hokejová;joy
Dukla Vozovna;Zastávka svět;Hokejová;frustration
Dukla Vozovna;Zastávka svět;Hovna s háčkama;sadness
Dukla Vozovna;Zastávka svět;Hovna s háčkama;hopelessness
Dukla Vozovna;Zastávka svět;Hovna s háčkama;depression
Dukla Vozovna;Zastávka svět;Kufr;anger
Dukla Vozovna;Zastávka svět;Kufr;frustration
Dukla Vozovna;Zastávka svět;Kufr;confidence
Dukla Vozovna;Zastávka svět;Kytka;sadness
Dukla Vozovna;Zastávka svět;Kytka;anger
Dukla Vozovna;Zastávka svět;Kytka;alienation
Dukla Vozovna;Zastávka svět;Línej;frustration
Dukla Vozovna;Zastávka svět;Línej;anger
Dukla Vozovna;Zastávka svět;Línej;confidence
Dukla Vozovna;Zastávka svět;Ná ná ná;sadness
Dukla Vozovna;Zastávka svět;Ná ná ná;loneliness
Dukla Vozovna;Zastávka svět;Ná ná ná;hopelessness
Dukla Vozovna;Zastávka svět;Ná ná ná;frustration
Dukla Vozovna;Zastávka svět;Posázaví;anger
Dukla Vozovna;Zastávka svět;Posázaví;irony
Dukla Vozovna;Zastávka svět;Posázaví;sarcasm
Dukla Vozovna;Zastávka svět;Posázaví;frustration
Dukla Vozovna;Zastávka svět;Salamandr;sadness
Dukla Vozovna;Zastávka svět;Salamandr;frustration
Dukla Vozovna;Zastávka svět;Salamandr;hopelessness
Dukla Vozovna;Zastávka svět;Skáčko;joy
Dukla Vozovna;Zastávka svět;Skáčko;irony
Dukla Vozovna;Zastávka svět;Tak pojď dál;anger
Dukla Vozovna;Zastávka svět;Tak pojď dál;frustration
Dukla Vozovna;Zastávka svět;Tak pojď dál;joy
E E;Děláme co můžem;O číhalovi;anger
E E;Děláme co můžem;O číhalovi;aggression
E E;Děláme co můžem;O číhalovi;confidence
E E;Děláme co můžem;O králi;irony
E E;Děláme co můžem;O králi;sarcasm
E E;Děláme co můžem;O králi;fear
E E;Děláme co můžem;O lásce;anger
E E;Děláme co můžem;O lásce;frustration
E E;Děláme co můžem;O práci;frustration
E E;Děláme co můžem;O práci;anger
E E;Děláme co můžem;O Praze;anger
E E;Děláme co můžem;O Praze;frustration
E E;Děláme co můžem;O Praze;aggression
E E;Děláme co můžem;O sluníčku;joy
E E;Děláme co můžem;O sluníčku;confidence
E E;Děláme co můžem;O sluníčku;frustration
E E;Děláme co můžem;O varování ministra zdravotnictví;irony
E E;Děláme co můžem;O varování ministra zdravotnictví;frustration
E E;Děláme co můžem;O všem;frustration
E E;Děláme co můžem;O všem;hopelessness
E E;Děláme co můžem;O všem;joy
E E;Děláme co můžem;O ženách;confidence
E E;Děláme co můžem;O ženách;frustration
E E;Děláme co můžem;O ženách;joy
E E;Děláme co můžem;O životě;frustration
E E;Děláme co můžem;O životě;hopelessness
E E;Děláme co můžem;O životě;irony
E E;Děláme co můžem;Oudech;joy
E E;Děláme co můžem;Oudech;confidence
E E;Děláme co můžem;Oudech;frustration
E E;Deska;Chlapci;joy
E E;Deska;Chlapci;confidence
E E;Deska;Hit;confidence
E E;Deska;Hit;aggression
E E;Deska;Hit;sarcasm
E E;Deska;Hovno;frustration
E E;Deska;Hovno;anger
E E;Deska;Hu100bar;joy
E E;Deska;Hu100bar;confidence
E E;Deska;Hu100bar;frustration
E E;Deska;Humusák II;anger
E E;Deska;Humusák II;frustration
E E;Deska;Humusák II;irony
E E;Deska;Indiáni;frustration
E E;Deska;Indiáni;sarcasm
E E;Deska;Indiáni;aggression
E E;Deska;Mravenec;sadness
E E;Deska;Mravenec;loneliness
E E;Deska;Mravenec;hopelessness
E E;Deska;Sračky;hopelessness
E E;Deska;Sračky;frustration
E E;Deska;Sračky;anger
E E;Deska;Svítí;joy
E E;Deska;Svítí;frustration
E E;Deska;Svítí;hopelessness
E E;Dvacet pe!ecek + bonus;Caligula;anger
E E;Dvacet pe!ecek + bonus;Caligula;sarcasm
E E;Dvacet pe!ecek + bonus;Caligula;frustration
E E;Dvacet pe!ecek + bonus;Dělník;sadness
E E;Dvacet pe!ecek + bonus;Dělník;frustration
E E;Dvacet pe!ecek + bonus;Dělník;hopelessness
E E;Dvacet pe!ecek + bonus;Dělník;fear
E E;Dvacet pe!ecek + bonus;Hujer;anger
E E;Dvacet pe!ecek + bonus;Hujer;frustration
E E;Dvacet pe!ecek + bonus;Hujer;aggression
E E;Dvacet pe!ecek + bonus;Humusák;alienation
E E;Dvacet pe!ecek + bonus;Humusák;boredom
E E;Dvacet pe!ecek + bonus;Humusák;frustration
E E;Dvacet pe!ecek + bonus;Indiáni;joy
E E;Dvacet pe!ecek + bonus;Indiáni;sarcasm
E E;Dvacet pe!ecek + bonus;Indiáni;irony
E E;Dvacet pe!ecek + bonus;Indiáni;frustration
E E;Dvacet pe!ecek + bonus;Kapavka;anger
E E;Dvacet pe!ecek + bonus;Kapavka;frustration
E E;Dvacet pe!ecek + bonus;Karel Havlíček Borovský;anger
E E;Dvacet pe!ecek + bonus;Karel Havlíček Borovský;frustration
E E;Dvacet pe!ecek + bonus;Karel Havlíček Borovský;hopelessness
E E;Dvacet pe!ecek + bonus;Karel Havlíček Borovský;confidence
E E;Dvacet pe!ecek + bonus;Lidová demokracie;anger
E E;Dvacet pe!ecek + bonus;Lidová demokracie;frustration
E E;Dvacet pe!ecek + bonus;Lidová demokracie;hopelessness
E E;Dvacet pe!ecek + bonus;Lidová demokracie;sarcasm
E E;Dvacet pe!ecek + bonus;Mickey Mouse;anger
E E;Dvacet pe!ecek + bonus;Mickey Mouse;frustration
E E;Dvacet pe!ecek + bonus;Mickey Mouse;irony
E E;Dvacet pe!ecek + bonus;Mickey Mouse;sarcasm
E E;Dvacet pe!ecek + bonus;Míša;anger
E E;Dvacet pe!ecek + bonus;Míša;frustration
E E;Dvacet pe!ecek + bonus;Míša;irony
E E;Dvacet pe!ecek + bonus;Náměstek;anger
E E;Dvacet pe!ecek + bonus;Náměstek;frustration
E E;Dvacet pe!ecek + bonus;Náměstek;irony
E E;Dvacet pe!ecek + bonus;Náměstek;sarcasm
E E;Dvacet pe!ecek + bonus;Nasrana;anger
E E;Dvacet pe!ecek + bonus;Nasrana;frustration
E E;Dvacet pe!ecek + bonus;Nasrana;aggression
E E;Dvacet pe!ecek + bonus;Nasrana;irony
E E;Dvacet pe!ecek + bonus;Nic novýho nerozjíždět;frustration
E E;Dvacet pe!ecek + bonus;Nic novýho nerozjíždět;sadness
E E;Dvacet pe!ecek + bonus;Nic novýho nerozjíždět;irony
E E;Dvacet pe!ecek + bonus;O králi;irony
E E;Dvacet pe!ecek + bonus;O králi;sarcasm
E E;Dvacet pe!ecek + bonus;O králi;fear
E E;Dvacet pe!ecek + bonus;O králi;hopelessness
E E;Dvacet pe!ecek + bonus;O lásce;anger
E E;Dvacet pe!ecek + bonus;O lásce;frustration
E E;Dvacet pe!ecek + bonus;O všem;frustration
E E;Dvacet pe!ecek + bonus;O všem;hopelessness
E E;Dvacet pe!ecek + bonus;O všem;joy
E E;Dvacet pe!ecek + bonus;O ženách;frustration
E E;Dvacet pe!ecek + bonus;O ženách;confidence
E E;Dvacet pe!ecek + bonus;O ženách;sarcasm
E E;Dvacet pe!ecek + bonus;O životě;anger
E E;Dvacet pe!ecek + bonus;O životě;frustration
E E;Dvacet pe!ecek + bonus;O životě;hopelessness
E E;Dvacet pe!ecek + bonus;O životě;sarcasm
E E;Dvacet pe!ecek + bonus;Pelikáni;nostalgia
E E;Dvacet pe!ecek + bonus;Pelikáni;frustration
E E;Dvacet pe!ecek + bonus;Pelikáni;hopelessness
E E;Dvacet pe!ecek + bonus;Pepík;irony
E E;Dvacet pe!ecek + bonus;Pepík;frustration
E E;Dvacet pe!ecek + bonus;Pepík;confidence
E E;Dvacet pe!ecek + bonus;Pogo;anger
E E;Dvacet pe!ecek + bonus;Pogo;aggression
E E;Dvacet pe!ecek + bonus;Pogo;confidence
E E;Dvacet pe!ecek + bonus;Pogo;frustration
E E;Dvacet pe!ecek + bonus;Poslouchej;anger
E E;Dvacet pe!ecek + bonus;Poslouchej;frustration
E E;Dvacet pe!ecek + bonus;Práce;anger
E E;Dvacet pe!ecek + bonus;Práce;frustration
E E;Dvacet pe!ecek + bonus;Práce;hopelessness
E E;Dvacet pe!ecek + bonus;Vláček;sadness
E E;Dvacet pe!ecek + bonus;Vláček;hopelessness
E E;Dvacet pe!ecek + bonus;Vláček;fear
E E;Dvacet pe!ecek + bonus;Zuby;joy
E E;Dvacet pe!ecek + bonus;Zuby;irony
E E;E!E 0001;Humusák;anger
E E;E!E 0001;Humusák;frustration
E E;E!E 0001;Humusák;hopelessness
E E;E!E 0001;Jsem proti;anger
E E;E!E 0001;Jsem proti;frustration
E E;E!E 0001;Jsem proti;aggression
E E;E!E 0001;Kapavka;anger
E E;E!E 0001;Kapavka;disgust
E E;E!E 0001;Kapavka;aggression
E E;E!E 0001;Kapavka;judgment
E E;E!E 0001;Krásná holka;anger
E E;E!E 0001;Krásná holka;frustration
E E;E!E 0001;Krásná holka;sadness
E E;E!E 0001;Kretén hop;joy
E E;E!E 0001;Kretén hop;frustration
E E;E!E 0001;Kretén hop;confidence
E E;E!E 0001;Krysy;anger
E E;E!E 0001;Krysy;frustration
E E;E!E 0001;Krysy;fear
E E;E!E 0001;Náměstek;anger
E E;E!E 0001;Náměstek;frustration
E E;E!E 0001;Náměstek;sadness
E E;E!E 0001;Náměstek;irony
E E;E!E 0001;Naštvaná;anger
E E;E!E 0001;Naštvaná;aggression
E E;E!E 0001;Naštvaná;frustration
E E;E!E 0001;Nic novýho nerozjíždět;anger
E E;E!E 0001;Nic novýho nerozjíždět;sadness
E E;E!E 0001;Nic novýho nerozjíždět;nostalgia
E E;E!E 0001;Pogo;anger
E E;E!E 0001;Pogo;aggression
E E;E!E 0001;Pogo;joy
E E;E!E 0001;Tak mi dej;frustration
E E;E!E 0001;Tak mi dej;anger
E E;E!E 0001;Tak mi dej;irony
E E;E!E 0001;Zuby;joy
E E;E!E 0001;Zuby;irony
E E;Lepší už to nebude;ABA-16-01;anger
E E;Lepší už to nebude;ABA-16-01;irony
E E;Lepší už to nebude;ABA-16-01;frustration
E E;Lepší už to nebude;Bosá noha;frustration
E E;Lepší už to nebude;Bosá noha;hopelessness
E E;Lepší už to nebude;Brigáda;frustration
E E;Lepší už to nebude;Brigáda;sarcasm
E E;Lepší už to nebude;Brigáda;anger
E E;Lepší už to nebude;Ewrybády;aggression
E E;Lepší už to nebude;Ewrybády;frustration
E E;Lepší už to nebude;Ewrybády;joy
E E;Lepší už to nebude;Kolotoč;frustration
